down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,go_for_it
4.0,10,80.0,2122.0,-17.0,2,0
4.0,3,34.0,1920.0,17.0,2,0
4.0,17,17.0,1810.0,-17.0,2,0
4.0,6,70.0,1631.0,-14.0,3,0
4.0,5,74.0,1541.0,14.0,3,0
4.0,6,50.0,900.0,7.0,4,0
4.0,3,82.0,175.0,1.0,4,1
4.0,9,64.0,3486.0,0.0,1,0
4.0,2,55.0,3292.0,0.0,1,0
4.0,11,77.0,3203.0,0.0,1,0
4.0,15,22.0,3094.0,0.0,1,0
4.0,2,55.0,2920.0,-3.0,1,0
4.0,7,50.0,2750.0,3.0,1,0
4.0,8,45.0,2632.0,-3.0,2,0
4.0,4,85.0,2555.0,3.0,2,0
4.0,8,41.0,2384.0,-3.0,2,0
4.0,4,4.0,2059.0,3.0,2,0
4.0,1,24.0,1910.0,6.0,2,1
4.0,13,83.0,1701.0,1.0,3,0
4.0,7,12.0,1503.0,1.0,3,0
4.0,11,70.0,1419.0,-4.0,3,0
4.0,12,72.0,1289.0,4.0,3,0
4.0,5,62.0,1233.0,-4.0,3,0
4.0,5,43.0,865.0,-4.0,4,1
4.0,7,40.0,649.0,4.0,4,0
4.0,3,58.0,372.0,4.0,4,0
4.0,11,58.0,140.0,-18.0,4,1
4.0,11,81.0,3555.0,0.0,1,0
4.0,10,63.0,3483.0,0.0,1,0
4.0,10,41.0,3295.0,0.0,1,0
4.0,3,81.0,3223.0,0.0,1,0
4.0,1,80.0,2997.0,0.0,1,0
4.0,5,5.0,2736.0,0.0,1,0
4.0,7,78.0,2700.0,-3.0,2,0
4.0,10,80.0,2448.0,-10.0,2,0
4.0,13,67.0,2243.0,-10.0,2,0
4.0,4,70.0,2143.0,10.0,2,0
4.0,8,73.0,2063.0,-10.0,2,0
4.0,13,81.0,1962.0,10.0,2,0
4.0,7,69.0,1915.0,-10.0,2,0
4.0,2,63.0,1869.0,10.0,2,0
4.0,1,71.0,1729.0,-10.0,3,0
4.0,2,58.0,1394.0,-17.0,3,0
4.0,6,94.0,1305.0,17.0,3,0
4.0,26,69.0,1208.0,-17.0,3,0
4.0,4,4.0,514.0,-24.0,4,1
4.0,3,32.0,120.0,24.0,4,0
4.0,4,71.0,3439.0,0.0,1,0
4.0,5,22.0,2814.0,0.0,1,0
4.0,1,82.0,2713.0,-3.0,1,0
4.0,11,48.0,2382.0,-3.0,2,0
4.0,9,14.0,2045.0,-3.0,2,0
4.0,14,73.0,1943.0,0.0,2,0
4.0,2,37.0,1818.0,0.0,2,0
4.0,1,59.0,1688.0,-3.0,3,0
4.0,17,72.0,1528.0,3.0,3,0
4.0,1,62.0,1176.0,3.0,3,0
4.0,11,88.0,1060.0,-3.0,3,0
4.0,15,15.0,707.0,3.0,4,0
4.0,18,52.0,417.0,-6.0,4,0
4.0,7,48.0,195.0,6.0,4,0
4.0,20,60.0,87.0,-6.0,4,1
4.0,2,72.0,3477.0,0.0,1,0
4.0,1,53.0,3385.0,0.0,1,0
4.0,21,73.0,2861.0,-7.0,1,0
4.0,14,32.0,2419.0,7.0,2,0
4.0,5,75.0,2035.0,-14.0,2,0
4.0,22,46.0,1805.0,14.0,2,0
4.0,1,45.0,1531.0,-14.0,3,1
4.0,1,39.0,1014.0,7.0,3,1
4.0,8,14.0,817.0,14.0,4,0
4.0,17,19.0,587.0,17.0,4,0
4.0,1,1.0,136.0,10.0,4,0
4.0,2,42.0,110.0,-13.0,4,1
4.0,10,15.0,62.0,-13.0,4,1
4.0,1,71.0,3510.0,0.0,1,0
4.0,9,70.0,3418.0,0.0,1,0
4.0,6,44.0,3189.0,0.0,1,0
4.0,12,39.0,2791.0,0.0,1,0
4.0,5,41.0,2398.0,-7.0,2,0
4.0,3,3.0,2133.0,-7.0,2,0
4.0,8,78.0,2051.0,4.0,2,0
4.0,23,44.0,1900.0,-4.0,2,0
4.0,15,85.0,1180.0,7.0,3,0
4.0,4,56.0,1126.0,-7.0,3,0
4.0,15,30.0,818.0,7.0,4,0
4.0,10,18.0,329.0,10.0,4,0
4.0,10,80.0,94.0,-1.0,4,1
4.0,3,60.0,27.0,-1.0,4,1
4.0,7,72.0,3314.0,-7.0,1,0
4.0,17,87.0,2965.0,-14.0,1,0
4.0,1,67.0,2732.0,-21.0,1,0
4.0,4,74.0,2651.0,21.0,2,0
4.0,14,59.0,2415.0,-21.0,2,0
4.0,5,75.0,1989.0,-28.0,2,0
4.0,7,58.0,1919.0,28.0,2,0
4.0,1,42.0,1646.0,-25.0,3,1
4.0,6,59.0,1382.0,-32.0,3,0
4.0,7,63.0,1217.0,32.0,3,0
4.0,4,16.0,913.0,32.0,3,0
4.0,7,86.0,448.0,28.0,4,0
4.0,11,49.0,339.0,-28.0,4,0
4.0,11,99.0,270.0,28.0,4,0
4.0,7,77.0,3516.0,0.0,1,0
4.0,7,44.0,3302.0,0.0,1,0
4.0,7,71.0,3172.0,0.0,1,0
4.0,6,89.0,3075.0,0.0,1,0
4.0,10,82.0,2577.0,0.0,2,0
4.0,3,10.0,1999.0,0.0,2,0
4.0,23,93.0,1920.0,-3.0,2,0
4.0,6,51.0,1862.0,3.0,2,0
4.0,7,22.0,1420.0,-4.0,3,0
4.0,3,73.0,1367.0,1.0,3,0
4.0,6,6.0,580.0,-6.0,4,0
4.0,6,51.0,349.0,3.0,4,0
4.0,7,30.0,124.0,-3.0,4,0
4.0,2,30.0,26.0,0.0,4,0
4.0,6,82.0,3543.0,0.0,1,0
4.0,3,40.0,3336.0,0.0,1,1
4.0,3,53.0,3246.0,0.0,1,0
4.0,4,45.0,2613.0,-7.0,2,0
4.0,21,69.0,2384.0,7.0,2,0
4.0,16,91.0,2258.0,-7.0,2,0
4.0,8,11.0,1849.0,-7.0,2,0
4.0,7,63.0,1813.0,4.0,2,0
4.0,3,54.0,1610.0,4.0,3,0
4.0,2,35.0,1342.0,-4.0,3,0
4.0,10,50.0,906.0,-8.0,3,0
4.0,9,48.0,608.0,8.0,4,0
4.0,4,66.0,454.0,-8.0,4,0
4.0,8,23.0,33.0,8.0,4,0
4.0,1,71.0,3488.0,0.0,1,0
4.0,7,73.0,3375.0,0.0,1,0
4.0,6,59.0,2864.0,-7.0,1,0
4.0,2,72.0,2759.0,7.0,1,0
4.0,4,74.0,1891.0,0.0,2,0
4.0,6,69.0,1832.0,0.0,2,0
4.0,18,43.0,1483.0,0.0,3,0
4.0,10,40.0,989.0,-7.0,3,0
4.0,6,45.0,759.0,7.0,4,0
4.0,5,5.0,334.0,-14.0,4,1
4.0,9,31.0,64.0,7.0,4,0
4.0,13,83.0,3520.0,0.0,1,0
4.0,3,32.0,2964.0,-7.0,1,0
4.0,11,81.0,2825.0,-14.0,1,0
4.0,11,56.0,2650.0,14.0,2,0
4.0,4,4.0,2253.0,-14.0,2,0
4.0,3,73.0,1707.0,11.0,3,0
4.0,20,80.0,1519.0,-18.0,3,0
4.0,10,80.0,1434.0,-25.0,3,0
4.0,24,74.0,826.0,-32.0,4,0
4.0,1,56.0,692.0,32.0,4,0
4.0,14,14.0,258.0,-32.0,4,1
4.0,8,90.0,178.0,32.0,4,0
4.0,5,29.0,79.0,-32.0,4,1
4.0,8,54.0,3394.0,0.0,1,0
4.0,8,21.0,2614.0,7.0,2,0
4.0,8,82.0,2525.0,-10.0,2,0
4.0,1,35.0,2340.0,10.0,2,1
4.0,6,20.0,2240.0,10.0,2,0
4.0,6,26.0,1993.0,-13.0,2,0
4.0,9,79.0,1916.0,10.0,2,0
4.0,1,66.0,1708.0,-11.0,3,0
4.0,6,46.0,1475.0,11.0,3,0
4.0,1,63.0,1333.0,-11.0,3,1
4.0,6,41.0,1160.0,-11.0,3,0
4.0,1,61.0,876.0,11.0,4,0
4.0,8,13.0,712.0,-11.0,4,0
4.0,6,12.0,355.0,8.0,4,0
4.0,4,22.0,189.0,11.0,4,0
4.0,1,57.0,3482.0,0.0,1,0
4.0,8,54.0,3248.0,0.0,1,0
4.0,4,47.0,2920.0,0.0,1,0
4.0,9,85.0,2850.0,0.0,1,0
4.0,12,66.0,2491.0,-7.0,2,0
4.0,6,65.0,2447.0,7.0,2,0
4.0,12,77.0,1468.0,-14.0,3,0
4.0,4,4.0,1063.0,-21.0,3,1
4.0,11,35.0,368.0,14.0,4,0
4.0,2,66.0,28.0,14.0,4,0
4.0,13,70.0,3094.0,-7.0,1,0
4.0,6,37.0,2569.0,-14.0,2,0
4.0,8,88.0,2479.0,14.0,2,0
4.0,11,62.0,2416.0,-14.0,2,0
4.0,4,4.0,1379.0,-21.0,3,0
4.0,14,85.0,1290.0,18.0,3,0
4.0,2,2.0,854.0,-11.0,4,0
4.0,18,72.0,693.0,8.0,4,0
4.0,10,40.0,106.0,2.0,4,0
4.0,1,57.0,3383.0,0.0,1,1
4.0,3,38.0,2982.0,0.0,1,0
4.0,12,45.0,2788.0,0.0,1,0
4.0,2,49.0,2620.0,0.0,2,0
4.0,4,74.0,2519.0,0.0,2,0
4.0,10,50.0,2358.0,0.0,2,0
4.0,7,77.0,2262.0,0.0,2,0
4.0,3,53.0,2129.0,0.0,2,0
4.0,6,83.0,2036.0,0.0,2,0
4.0,1,50.0,1920.0,0.0,2,0
4.0,12,84.0,1868.0,0.0,2,0
4.0,10,51.0,1625.0,3.0,3,0
4.0,11,93.0,1530.0,-3.0,3,0
4.0,17,56.0,1063.0,-10.0,3,0
4.0,10,93.0,951.0,10.0,3,0
4.0,6,36.0,857.0,-10.0,4,0
4.0,9,41.0,671.0,7.0,4,0
4.0,8,27.0,445.0,-7.0,4,0
4.0,4,71.0,355.0,4.0,4,0
4.0,1,8.0,155.0,-4.0,4,1
4.0,6,66.0,3511.0,0.0,1,0
4.0,11,49.0,3138.0,7.0,1,0
4.0,5,45.0,3004.0,7.0,1,0
4.0,5,75.0,2442.0,-14.0,2,0
4.0,6,59.0,2384.0,14.0,2,0
4.0,14,35.0,2181.0,14.0,2,0
4.0,14,84.0,1840.0,10.0,2,0
4.0,1,37.0,1804.0,-10.0,2,0
4.0,1,71.0,1657.0,7.0,3,0
4.0,12,92.0,1523.0,-7.0,3,0
4.0,1,18.0,1414.0,7.0,3,0
4.0,11,98.0,1340.0,-10.0,3,0
4.0,7,41.0,1217.0,10.0,3,0
4.0,11,11.0,978.0,10.0,3,0
4.0,9,79.0,734.0,-20.0,4,0
4.0,3,10.0,265.0,-26.0,4,1
4.0,19,78.0,3432.0,0.0,1,0
4.0,6,65.0,3133.0,-7.0,1,0
4.0,5,5.0,2700.0,7.0,2,0
4.0,5,74.0,2628.0,-10.0,2,0
4.0,13,92.0,1886.0,-17.0,2,0
4.0,1,27.0,1425.0,-37.0,3,1
4.0,10,26.0,1293.0,-37.0,3,1
4.0,4,56.0,1161.0,37.0,3,0
4.0,6,9.0,603.0,29.0,4,0
4.0,16,21.0,134.0,24.0,4,0
4.0,10,26.0,33.0,-27.0,4,1
4.0,2,73.0,3518.0,0.0,1,0
4.0,8,13.0,3084.0,0.0,1,0
4.0,1,71.0,2991.0,-3.0,1,0
4.0,1,9.0,2765.0,3.0,1,1
4.0,8,8.0,2607.0,3.0,2,0
4.0,8,40.0,2464.0,-6.0,2,0
4.0,11,11.0,1337.0,-3.0,3,0
4.0,8,75.0,1214.0,0.0,3,0
4.0,10,47.0,805.0,0.0,4,0
4.0,6,58.0,581.0,0.0,4,0
4.0,9,28.0,281.0,0.0,4,0
4.0,25,92.0,26.0,-4.0,4,1
4.0,5,30.0,3463.0,0.0,1,0
4.0,12,59.0,3318.0,0.0,1,0
4.0,14,38.0,2992.0,0.0,1,0
4.0,10,91.0,2901.0,0.0,1,0
4.0,1,40.0,2827.0,0.0,1,1
4.0,1,22.0,2375.0,-6.0,2,1
4.0,2,12.0,2192.0,-6.0,2,0
4.0,14,84.0,2128.0,3.0,2,0
4.0,5,25.0,1862.0,3.0,2,0
4.0,15,65.0,1655.0,6.0,3,0
4.0,3,22.0,1379.0,-12.0,3,0
4.0,5,75.0,1342.0,9.0,3,0
4.0,18,59.0,1260.0,-9.0,3,0
4.0,8,78.0,952.0,-16.0,3,0
4.0,12,69.0,527.0,-16.0,4,0
4.0,11,11.0,236.0,16.0,4,0
4.0,1,41.0,3080.0,-7.0,1,1
4.0,1,1.0,2781.0,-7.0,1,1
4.0,6,95.0,2697.0,7.0,2,0
4.0,16,27.0,2360.0,-7.0,2,0
4.0,19,77.0,2082.0,4.0,2,0
4.0,8,32.0,1867.0,-4.0,2,0
4.0,2,55.0,1815.0,1.0,2,0
4.0,6,14.0,1294.0,8.0,3,0
4.0,3,15.0,689.0,3.0,4,0
4.0,2,74.0,632.0,-6.0,4,0
4.0,2,35.0,245.0,1.0,4,0
4.0,1,1.0,61.0,-4.0,4,1
4.0,20,90.0,23.0,-3.0,4,1
4.0,20,73.0,3427.0,0.0,1,0
4.0,6,17.0,3328.0,0.0,1,0
4.0,3,62.0,3181.0,-3.0,1,0
4.0,2,62.0,2953.0,3.0,1,0
4.0,24,61.0,2700.0,-3.0,2,0
4.0,9,84.0,2575.0,3.0,2,0
4.0,10,12.0,2261.0,-3.0,2,0
4.0,18,88.0,2197.0,0.0,2,0
4.0,1,72.0,2075.0,-7.0,2,0
4.0,10,77.0,2050.0,7.0,2,0
4.0,11,11.0,1824.0,7.0,2,0
4.0,5,64.0,1501.0,-17.0,3,0
4.0,3,21.0,1128.0,-24.0,3,1
4.0,8,31.0,857.0,18.0,4,0
4.0,14,22.0,766.0,-21.0,4,1
4.0,9,56.0,387.0,21.0,4,0
4.0,5,85.0,327.0,-21.0,4,0
4.0,2,56.0,189.0,21.0,4,0
4.0,10,59.0,3183.0,-7.0,1,0
4.0,4,63.0,2995.0,-7.0,1,0
4.0,13,90.0,2870.0,7.0,1,0
4.0,1,47.0,2284.0,0.0,2,0
4.0,20,20.0,2137.0,0.0,2,0
4.0,20,35.0,1807.0,0.0,2,0
4.0,12,72.0,1696.0,-10.0,3,0
4.0,6,10.0,1428.0,10.0,3,0
4.0,10,80.0,1341.0,-13.0,3,0
4.0,3,37.0,1169.0,13.0,3,0
4.0,16,87.0,993.0,-13.0,3,0
4.0,14,84.0,811.0,-20.0,4,0
4.0,8,24.0,162.0,-27.0,4,1
4.0,11,73.0,33.0,27.0,4,0
4.0,6,76.0,3539.0,0.0,1,0
4.0,13,35.0,3238.0,0.0,1,0
4.0,1,25.0,2746.0,-7.0,1,1
4.0,10,52.0,2323.0,0.0,2,0
4.0,8,60.0,2161.0,0.0,2,0
4.0,22,77.0,2031.0,0.0,2,0
4.0,5,53.0,1916.0,0.0,2,0
4.0,10,44.0,1806.0,0.0,2,0
4.0,3,50.0,1555.0,-7.0,3,0
4.0,12,82.0,1459.0,7.0,3,0
4.0,2,36.0,1344.0,-7.0,3,0
4.0,13,83.0,1263.0,4.0,3,0
4.0,3,44.0,1167.0,-4.0,3,0
4.0,14,90.0,1059.0,4.0,3,0
4.0,14,52.0,892.0,3.0,4,0
4.0,2,89.0,799.0,-3.0,4,0
4.0,10,10.0,546.0,-3.0,4,0
4.0,1,2.0,120.0,0.0,4,0
4.0,2,38.0,25.0,-4.0,4,1
4.0,3,13.0,3420.0,0.0,1,0
4.0,10,72.0,3095.0,-4.0,1,0
4.0,6,74.0,2266.0,-17.0,2,0
4.0,4,34.0,1841.0,17.0,2,0
4.0,19,71.0,1410.0,-21.0,3,0
4.0,2,69.0,1317.0,21.0,3,0
4.0,1,11.0,321.0,9.0,4,1
4.0,3,45.0,12.0,16.0,4,0
4.0,12,39.0,3390.0,0.0,1,1
4.0,10,34.0,3299.0,0.0,1,0
4.0,1,59.0,3121.0,-3.0,1,0
4.0,6,15.0,2852.0,3.0,1,0
4.0,6,76.0,2780.0,-6.0,1,0
4.0,2,56.0,2700.0,6.0,2,0
4.0,1,53.0,2468.0,-6.0,2,0
4.0,8,8.0,2151.0,6.0,2,0
4.0,5,27.0,1915.0,-9.0,2,0
4.0,9,79.0,1895.0,6.0,2,0
4.0,8,20.0,1802.0,-6.0,2,0
4.0,8,78.0,1735.0,3.0,3,0
4.0,5,65.0,1635.0,-3.0,3,0
4.0,1,63.0,1549.0,3.0,3,0
4.0,19,87.0,1434.0,-3.0,3,0
4.0,6,44.0,1323.0,3.0,3,0
4.0,15,75.0,680.0,-10.0,4,0
4.0,11,68.0,481.0,10.0,4,0
4.0,5,66.0,419.0,-10.0,4,0
4.0,2,52.0,237.0,10.0,4,0
4.0,10,80.0,134.0,-17.0,4,1
4.0,1,55.0,93.0,-17.0,4,1
4.0,11,32.0,34.0,-17.0,4,1
4.0,13,13.0,3073.0,0.0,1,0
4.0,12,13.0,2807.0,-3.0,1,0
4.0,17,31.0,2593.0,0.0,2,0
4.0,3,11.0,2157.0,-3.0,2,0
4.0,6,9.0,1916.0,0.0,2,0
4.0,2,43.0,1612.0,0.0,3,1
4.0,1,60.0,1116.0,-7.0,3,1
4.0,6,36.0,386.0,-21.0,4,1
4.0,17,71.0,3458.0,0.0,1,0
4.0,11,26.0,3292.0,0.0,1,0
4.0,19,53.0,3033.0,-3.0,1,0
4.0,8,72.0,2875.0,3.0,1,0
4.0,21,49.0,2350.0,3.0,2,0
4.0,5,49.0,1908.0,-4.0,2,0
4.0,23,76.0,1361.0,-3.0,3,0
4.0,9,79.0,1246.0,3.0,3,0
4.0,3,3.0,1147.0,-3.0,3,0
4.0,1,49.0,226.0,0.0,4,1
4.0,14,41.0,120.0,0.0,4,0
4.0,11,78.0,13.0,0.0,4,0
4.0,3,22.0,588.0,0.0,5,0
4.0,9,39.0,3121.0,0.0,1,0
4.0,8,38.0,2864.0,0.0,1,0
4.0,9,82.0,2700.0,0.0,2,0
4.0,5,67.0,2336.0,0.0,2,0
4.0,3,70.0,2215.0,0.0,2,0
4.0,6,44.0,2074.0,0.0,2,0
4.0,13,83.0,1920.0,-7.0,2,0
4.0,1,1.0,1150.0,7.0,3,1
4.0,7,67.0,1049.0,-14.0,3,0
4.0,4,81.0,958.0,14.0,3,0
4.0,14,14.0,778.0,-14.0,4,0
4.0,17,79.0,226.0,-18.0,4,0
4.0,7,13.0,3290.0,0.0,1,0
4.0,8,31.0,3063.0,0.0,1,0
4.0,8,37.0,2951.0,-3.0,1,0
4.0,10,41.0,2859.0,3.0,1,0
4.0,11,11.0,2618.0,3.0,2,0
4.0,8,90.0,2179.0,-1.0,2,0
4.0,3,22.0,1949.0,1.0,2,0
4.0,1,4.0,1510.0,-1.0,3,1
4.0,3,42.0,1199.0,-6.0,3,0
4.0,7,88.0,1150.0,6.0,3,0
4.0,12,72.0,977.0,-1.0,3,0
4.0,2,52.0,897.0,1.0,4,0
4.0,15,66.0,586.0,1.0,4,0
4.0,3,64.0,425.0,-5.0,4,0
4.0,8,55.0,164.0,5.0,4,0
4.0,11,47.0,103.0,-5.0,4,1
4.0,4,63.0,3235.0,-6.0,1,0
4.0,14,34.0,2948.0,6.0,1,0
4.0,8,76.0,2459.0,2.0,2,0
4.0,3,50.0,2369.0,-2.0,2,0
4.0,12,85.0,2250.0,2.0,2,0
4.0,11,17.0,1803.0,-5.0,2,0
4.0,7,77.0,1749.0,-5.0,3,0
4.0,13,63.0,1663.0,5.0,3,0
4.0,3,49.0,1103.0,5.0,3,0
4.0,1,56.0,824.0,-5.0,4,0
4.0,18,81.0,671.0,5.0,4,0
4.0,1,34.0,581.0,-5.0,4,1
4.0,5,69.0,3561.0,0.0,1,0
4.0,6,52.0,3378.0,0.0,1,0
4.0,14,44.0,2915.0,-7.0,1,0
4.0,25,56.0,2700.0,1.0,2,0
4.0,7,82.0,2612.0,-1.0,2,0
4.0,3,85.0,2326.0,-8.0,2,0
4.0,1,26.0,1874.0,1.0,2,1
4.0,12,27.0,1804.0,1.0,2,0
4.0,15,56.0,1590.0,-4.0,3,0
4.0,7,40.0,1378.0,4.0,3,0
4.0,10,21.0,1147.0,-4.0,3,0
4.0,11,81.0,1012.0,-11.0,3,0
4.0,1,4.0,247.0,4.0,4,1
4.0,5,55.0,142.0,-11.0,4,1
4.0,6,67.0,3131.0,-7.0,1,0
4.0,10,39.0,2661.0,-14.0,2,0
4.0,2,45.0,2473.0,14.0,2,0
4.0,4,60.0,1701.0,-11.0,3,0
4.0,1,1.0,1209.0,11.0,3,0
4.0,3,3.0,813.0,-14.0,4,1
4.0,6,64.0,624.0,14.0,4,0
4.0,1,42.0,456.0,-14.0,4,1
4.0,10,40.0,400.0,-14.0,4,1
4.0,6,55.0,303.0,14.0,4,0
4.0,4,29.0,175.0,-14.0,4,1
4.0,9,70.0,120.0,14.0,4,0
4.0,1,30.0,10.0,-14.0,4,1
4.0,4,64.0,3498.0,0.0,1,0
4.0,12,56.0,3361.0,0.0,1,0
4.0,3,73.0,3253.0,0.0,1,0
4.0,12,67.0,3112.0,0.0,1,0
4.0,3,7.0,2785.0,0.0,1,0
4.0,9,65.0,2409.0,-4.0,2,0
4.0,13,13.0,2069.0,4.0,2,0
4.0,19,89.0,1987.0,-7.0,2,0
4.0,1,43.0,1901.0,9.0,2,0
4.0,5,70.0,1804.0,-9.0,2,0
4.0,7,43.0,1087.0,-9.0,3,0
4.0,6,59.0,939.0,9.0,3,0
4.0,8,88.0,892.0,-9.0,4,0
4.0,7,65.0,59.0,10.0,4,0
4.0,1,22.0,3162.0,0.0,1,1
4.0,1,65.0,2700.0,-7.0,2,0
4.0,8,8.0,2356.0,14.0,2,0
4.0,9,64.0,2255.0,-17.0,2,0
4.0,7,7.0,1916.0,17.0,2,0
4.0,4,64.0,1872.0,-20.0,2,0
4.0,5,5.0,1328.0,27.0,3,0
4.0,2,52.0,1084.0,30.0,3,0
4.0,19,79.0,913.0,-37.0,3,0
4.0,18,67.0,732.0,37.0,4,0
4.0,13,62.0,413.0,-37.0,4,0
4.0,8,11.0,49.0,37.0,4,1
4.0,11,81.0,3556.0,0.0,1,0
4.0,15,18.0,3081.0,0.0,1,0
4.0,6,48.0,2836.0,-3.0,1,0
4.0,21,78.0,2494.0,-10.0,2,0
4.0,3,52.0,2341.0,10.0,2,0
4.0,17,65.0,2067.0,-10.0,2,0
4.0,9,73.0,2015.0,10.0,2,0
4.0,2,39.0,1872.0,-10.0,2,1
4.0,23,95.0,1687.0,3.0,3,0
4.0,1,81.0,1228.0,-3.0,3,0
4.0,3,8.0,1020.0,3.0,3,0
4.0,6,57.0,69.0,-3.0,4,1
4.0,3,36.0,12.0,3.0,4,0
4.0,5,16.0,3337.0,0.0,1,0
4.0,6,71.0,3280.0,-3.0,1,0
4.0,15,69.0,3153.0,3.0,1,0
4.0,7,19.0,2785.0,-3.0,1,0
4.0,18,73.0,2620.0,0.0,2,0
4.0,7,47.0,2068.0,7.0,2,0
4.0,17,87.0,1971.0,-7.0,2,0
4.0,11,54.0,1653.0,0.0,3,0
4.0,5,65.0,1479.0,0.0,3,0
4.0,13,68.0,1287.0,0.0,3,0
4.0,21,45.0,925.0,0.0,3,0
4.0,12,48.0,612.0,0.0,4,0
4.0,10,94.0,465.0,0.0,4,0
4.0,2,21.0,330.0,0.0,4,0
4.0,4,73.0,266.0,-3.0,4,0
4.0,1,52.0,199.0,3.0,4,0
4.0,7,77.0,3443.0,0.0,1,0
4.0,10,51.0,3329.0,0.0,1,0
4.0,11,81.0,3247.0,0.0,1,0
4.0,2,31.0,3135.0,0.0,1,0
4.0,4,11.0,2663.0,-4.0,2,0
4.0,20,69.0,2313.0,-6.0,2,0
4.0,10,23.0,2130.0,-12.0,2,0
4.0,1,60.0,2094.0,12.0,2,0
4.0,6,34.0,1929.0,-12.0,2,1
4.0,5,37.0,1433.0,12.0,3,1
4.0,11,27.0,1371.0,12.0,3,0
4.0,8,8.0,685.0,-21.0,4,1
4.0,6,87.0,634.0,21.0,4,0
4.0,5,52.0,532.0,-21.0,4,1
4.0,5,47.0,382.0,21.0,4,0
4.0,1,26.0,189.0,-21.0,4,1
4.0,6,46.0,114.0,21.0,4,0
4.0,3,30.0,3255.0,0.0,1,0
4.0,9,79.0,2898.0,-4.0,1,0
4.0,8,72.0,2833.0,4.0,1,0
4.0,8,16.0,2549.0,10.0,2,0
4.0,7,28.0,2485.0,13.0,2,0
4.0,15,57.0,2354.0,-13.0,2,0
4.0,13,73.0,2061.0,13.0,2,0
4.0,10,61.0,2038.0,-13.0,2,0
4.0,7,45.0,1809.0,-20.0,2,1
4.0,7,63.0,1743.0,20.0,3,0
4.0,8,54.0,1461.0,14.0,3,0
4.0,5,69.0,1313.0,-14.0,3,0
4.0,6,82.0,1229.0,14.0,3,0
4.0,1,1.0,1084.0,-14.0,3,1
4.0,12,12.0,895.0,7.0,4,0
4.0,4,74.0,808.0,-10.0,4,0
4.0,4,22.0,564.0,10.0,4,0
4.0,5,63.0,461.0,-13.0,4,0
4.0,3,56.0,269.0,13.0,4,0
4.0,3,42.0,3377.0,0.0,1,0
4.0,4,86.0,3300.0,0.0,1,0
4.0,5,75.0,3223.0,-7.0,1,0
4.0,2,51.0,3169.0,7.0,1,0
4.0,1,79.0,3013.0,-7.0,1,0
4.0,13,61.0,2881.0,7.0,1,0
4.0,39,88.0,2490.0,-7.0,2,0
4.0,1,56.0,1987.0,-7.0,2,1
4.0,8,28.0,1909.0,-7.0,2,0
4.0,6,67.0,1655.0,12.0,3,0
4.0,12,47.0,1384.0,-12.0,3,0
4.0,9,47.0,1245.0,12.0,3,0
4.0,2,57.0,1066.0,-12.0,3,0
4.0,19,74.0,439.0,-19.0,4,0
4.0,2,25.0,290.0,-19.0,4,1
4.0,2,33.0,120.0,13.0,4,1
4.0,9,53.0,3469.0,0.0,1,0
4.0,7,30.0,3132.0,0.0,1,0
4.0,8,63.0,3027.0,-3.0,1,0
4.0,8,50.0,2927.0,3.0,1,0
4.0,12,88.0,2826.0,-3.0,1,0
4.0,6,43.0,2763.0,3.0,1,0
4.0,8,90.0,2695.0,-3.0,2,0
4.0,9,37.0,2514.0,-10.0,2,0
4.0,7,90.0,2456.0,10.0,2,0
4.0,7,20.0,2232.0,-10.0,2,0
4.0,8,13.0,2017.0,7.0,2,0
4.0,9,80.0,1932.0,-10.0,2,0
4.0,3,30.0,1872.0,10.0,2,0
4.0,2,83.0,1842.0,-13.0,2,0
4.0,1,71.0,1094.0,-27.0,3,0
4.0,2,25.0,808.0,27.0,4,0
4.0,5,41.0,604.0,-30.0,4,1
4.0,3,40.0,384.0,23.0,4,0
4.0,1,66.0,180.0,16.0,4,0
4.0,10,70.0,155.0,-16.0,4,1
4.0,22,51.0,16.0,16.0,4,0
4.0,19,79.0,3174.0,-7.0,1,0
4.0,16,25.0,3083.0,-7.0,1,0
4.0,1,61.0,2954.0,4.0,1,0
4.0,12,66.0,2825.0,-4.0,1,0
4.0,3,65.0,2488.0,11.0,2,0
4.0,5,69.0,2403.0,-11.0,2,0
4.0,7,14.0,2043.0,11.0,2,0
4.0,7,77.0,1960.0,-14.0,2,0
4.0,7,53.0,1872.0,14.0,2,0
4.0,3,69.0,1810.0,-14.0,2,0
4.0,6,76.0,1727.0,14.0,3,0
4.0,1,63.0,1637.0,-14.0,3,1
4.0,24,75.0,1525.0,-14.0,3,0
4.0,10,51.0,1115.0,-21.0,3,0
4.0,1,54.0,895.0,21.0,4,0
4.0,4,26.0,481.0,21.0,4,0
4.0,6,63.0,281.0,21.0,4,0
4.0,10,66.0,246.0,-21.0,4,0
4.0,1,77.0,120.0,21.0,4,0
4.0,8,78.0,3485.0,0.0,1,0
4.0,7,18.0,3027.0,-7.0,1,0
4.0,4,41.0,2858.0,4.0,1,0
4.0,8,53.0,2743.0,-4.0,1,0
4.0,9,86.0,2695.0,4.0,2,0
4.0,16,68.0,2569.0,-4.0,2,0
4.0,10,75.0,2519.0,4.0,2,0
4.0,8,8.0,2233.0,4.0,2,0
