down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,go_for_it
4.0,8,78.0,2600.0,-8.0,2,0
4.0,8,70.0,2119.0,-22.0,2,0
4.0,10,20.0,1801.0,22.0,2,0
4.0,2,74.0,1706.0,-25.0,3,0
4.0,8,53.0,1074.0,-25.0,3,0
4.0,4,82.0,356.0,32.0,4,0
4.0,7,40.0,297.0,-32.0,4,1
4.0,4,63.0,36.0,25.0,4,0
4.0,1,63.0,3499.0,0.0,1,0
4.0,9,30.0,3229.0,0.0,1,0
4.0,6,63.0,3154.0,-3.0,1,0
4.0,4,89.0,3024.0,3.0,1,0
4.0,12,30.0,2764.0,-3.0,1,1
4.0,3,11.0,2587.0,-3.0,2,0
4.0,5,5.0,2385.0,-7.0,2,0
4.0,8,72.0,2287.0,4.0,2,0
4.0,1,37.0,2130.0,-4.0,2,1
4.0,1,5.0,2013.0,-4.0,2,1
4.0,4,6.0,1817.0,4.0,2,0
4.0,26,82.0,376.0,0.0,4,0
4.0,8,29.0,270.0,0.0,4,0
4.0,9,26.0,3414.0,0.0,1,0
4.0,11,11.0,2972.0,-3.0,1,0
4.0,1,61.0,2840.0,3.0,1,0
4.0,9,79.0,2749.0,-3.0,1,0
4.0,8,8.0,2558.0,3.0,2,0
4.0,9,84.0,2458.0,-6.0,2,0
4.0,16,54.0,2378.0,6.0,2,0
4.0,11,93.0,2128.0,-1.0,2,0
4.0,5,61.0,1865.0,1.0,2,0
4.0,5,5.0,1303.0,-8.0,3,0
4.0,10,73.0,1091.0,-12.0,3,0
4.0,15,25.0,834.0,12.0,4,0
4.0,7,50.0,712.0,-15.0,4,0
4.0,4,6.0,193.0,15.0,4,0
4.0,10,56.0,119.0,-18.0,4,1
4.0,7,54.0,3359.0,0.0,1,0
4.0,15,93.0,3253.0,0.0,1,0
4.0,14,32.0,2377.0,0.0,2,0
4.0,3,42.0,1965.0,-4.0,2,0
4.0,2,44.0,1864.0,4.0,2,0
4.0,7,7.0,1662.0,3.0,3,0
4.0,15,53.0,1334.0,-6.0,3,0
4.0,6,93.0,1243.0,6.0,3,0
4.0,15,36.0,1066.0,-6.0,3,0
4.0,1,51.0,874.0,3.0,4,1
4.0,1,41.0,720.0,3.0,4,1
4.0,16,40.0,331.0,-4.0,4,0
4.0,26,78.0,3278.0,-7.0,1,0
4.0,4,24.0,2823.0,-14.0,1,0
4.0,1,58.0,2700.0,14.0,2,0
4.0,6,63.0,2498.0,-14.0,2,0
4.0,4,50.0,1832.0,-21.0,2,0
4.0,3,54.0,1698.0,-21.0,3,0
4.0,14,81.0,1611.0,21.0,3,0
4.0,16,68.0,1515.0,-21.0,3,0
4.0,1,68.0,1418.0,21.0,3,0
4.0,15,75.0,991.0,21.0,3,0
4.0,2,51.0,681.0,21.0,4,0
4.0,23,91.0,644.0,-21.0,4,0
4.0,7,10.0,545.0,21.0,4,0
4.0,6,77.0,330.0,24.0,4,0
4.0,9,58.0,120.0,24.0,4,0
4.0,13,39.0,3370.0,0.0,1,0
4.0,5,75.0,3250.0,0.0,1,0
4.0,17,70.0,3175.0,0.0,1,0
4.0,4,63.0,2580.0,-7.0,2,0
4.0,5,33.0,2207.0,7.0,2,0
4.0,3,8.0,1882.0,-7.0,2,0
4.0,2,2.0,1357.0,7.0,3,1
4.0,8,82.0,1303.0,-7.0,3,0
4.0,18,57.0,1103.0,7.0,3,0
4.0,8,81.0,1064.0,-7.0,3,0
4.0,6,23.0,827.0,-7.0,4,0
4.0,4,70.0,758.0,4.0,4,0
4.0,9,62.0,499.0,4.0,4,0
4.0,10,66.0,474.0,-4.0,4,0
4.0,4,44.0,244.0,4.0,4,0
4.0,4,61.0,152.0,-4.0,4,0
4.0,4,67.0,20.0,4.0,4,0
4.0,5,55.0,3457.0,0.0,1,0
4.0,1,11.0,3058.0,0.0,1,1
4.0,1,63.0,2890.0,-7.0,1,0
4.0,5,46.0,2611.0,7.0,2,0
4.0,7,42.0,1968.0,-14.0,2,1
4.0,1,8.0,1803.0,14.0,2,0
4.0,1,54.0,1622.0,17.0,3,1
4.0,13,55.0,1479.0,17.0,3,0
4.0,10,19.0,1263.0,-17.0,3,0
4.0,4,31.0,1105.0,14.0,3,0
4.0,6,18.0,890.0,-14.0,4,1
4.0,11,12.0,729.0,-14.0,4,0
4.0,3,30.0,473.0,11.0,4,0
4.0,3,55.0,434.0,-11.0,4,1
4.0,2,23.0,250.0,11.0,4,1
4.0,2,23.0,3282.0,0.0,1,0
4.0,4,63.0,3170.0,0.0,1,0
4.0,2,53.0,3023.0,0.0,1,0
4.0,3,74.0,2898.0,0.0,1,0
4.0,1,49.0,2725.0,0.0,1,0
4.0,7,67.0,2565.0,0.0,2,0
4.0,6,60.0,2453.0,0.0,2,0
4.0,15,85.0,2371.0,0.0,2,0
4.0,5,42.0,2171.0,0.0,2,0
4.0,6,14.0,1907.0,0.0,2,0
4.0,23,42.0,1807.0,-3.0,2,0
4.0,7,71.0,1707.0,0.0,3,0
4.0,4,55.0,1577.0,0.0,3,0
4.0,13,29.0,1338.0,0.0,3,0
4.0,5,46.0,1206.0,0.0,3,0
4.0,8,76.0,576.0,0.0,4,0
4.0,6,61.0,449.0,0.0,4,0
4.0,1,71.0,294.0,0.0,4,0
4.0,8,76.0,228.0,0.0,4,0
4.0,10,69.0,104.0,0.0,4,0
4.0,6,6.0,4.0,0.0,4,0
4.0,13,71.0,3444.0,0.0,1,0
4.0,3,63.0,3357.0,0.0,1,0
4.0,1,9.0,3221.0,0.0,1,1
4.0,1,21.0,2982.0,7.0,1,1
4.0,6,21.0,2469.0,-14.0,2,0
4.0,1,31.0,1902.0,-18.0,2,1
4.0,3,32.0,1832.0,-18.0,2,0
4.0,23,46.0,1597.0,18.0,3,0
4.0,9,65.0,1492.0,-18.0,3,0
4.0,15,39.0,1156.0,18.0,3,0
4.0,12,15.0,947.0,-18.0,3,0
4.0,8,61.0,772.0,15.0,4,0
4.0,10,57.0,183.0,-15.0,4,1
4.0,2,70.0,3240.0,-7.0,1,0
4.0,5,36.0,2979.0,7.0,1,0
4.0,10,94.0,2929.0,-7.0,1,0
4.0,18,57.0,2769.0,7.0,1,0
4.0,2,60.0,2596.0,-7.0,2,0
4.0,4,63.0,2002.0,14.0,2,0
4.0,6,6.0,1841.0,-14.0,2,0
4.0,8,65.0,1329.0,-2.0,3,0
4.0,7,87.0,1166.0,-9.0,3,0
4.0,15,59.0,1022.0,-9.0,3,0
4.0,10,29.0,652.0,9.0,4,0
4.0,13,65.0,545.0,-9.0,4,0
4.0,4,14.0,108.0,-16.0,4,1
4.0,6,6.0,41.0,-16.0,4,1
4.0,13,27.0,3378.0,0.0,1,0
4.0,5,59.0,3315.0,-3.0,1,0
4.0,11,23.0,3031.0,3.0,1,0
4.0,3,10.0,2729.0,-6.0,1,0
4.0,6,65.0,2649.0,3.0,2,0
4.0,6,34.0,2430.0,-3.0,2,0
4.0,17,52.0,2332.0,0.0,2,0
4.0,16,80.0,2239.0,0.0,2,0
4.0,2,2.0,1808.0,0.0,2,0
4.0,10,46.0,1651.0,-3.0,3,0
4.0,10,67.0,1302.0,-10.0,3,0
4.0,24,81.0,1145.0,10.0,3,0
4.0,4,25.0,900.0,10.0,4,0
4.0,25,44.0,529.0,-13.0,4,0
4.0,8,92.0,405.0,13.0,4,0
4.0,16,58.0,326.0,-13.0,4,0
4.0,1,12.0,2804.0,7.0,1,0
4.0,2,79.0,2071.0,9.0,2,0
4.0,9,52.0,1998.0,-9.0,2,0
4.0,1,51.0,1592.0,2.0,3,0
4.0,1,78.0,1484.0,-2.0,3,0
4.0,6,28.0,1252.0,2.0,3,0
4.0,14,72.0,785.0,4.0,4,0
4.0,4,63.0,819.0,1.0,5,0
4.0,9,81.0,727.0,-1.0,5,0
4.0,10,41.0,3378.0,0.0,1,0
4.0,4,84.0,3289.0,0.0,1,0
4.0,13,75.0,2635.0,0.0,2,0
4.0,2,51.0,2539.0,0.0,2,0
4.0,5,66.0,2381.0,0.0,2,0
4.0,2,80.0,2239.0,0.0,2,0
4.0,1,62.0,1957.0,-7.0,2,0
4.0,1,15.0,1601.0,0.0,3,0
4.0,4,57.0,1449.0,-3.0,3,0
4.0,1,41.0,1120.0,3.0,3,0
4.0,11,71.0,887.0,-3.0,4,0
4.0,11,64.0,763.0,3.0,4,0
4.0,18,73.0,523.0,3.0,4,0
4.0,12,46.0,138.0,-4.0,4,1
4.0,16,93.0,3566.0,0.0,1,0
4.0,16,52.0,3418.0,0.0,1,0
4.0,13,83.0,3343.0,0.0,1,0
4.0,1,36.0,3256.0,0.0,1,0
4.0,7,67.0,2594.0,-7.0,2,0
4.0,3,44.0,2533.0,7.0,2,0
4.0,26,43.0,2135.0,7.0,2,0
4.0,2,44.0,1920.0,-7.0,2,1
4.0,20,48.0,1859.0,-7.0,2,0
4.0,7,27.0,1559.0,-7.0,3,0
4.0,6,6.0,1338.0,4.0,3,0
4.0,1,1.0,772.0,-7.0,4,0
4.0,8,64.0,677.0,4.0,4,0
4.0,13,87.0,594.0,-4.0,4,0
4.0,6,48.0,501.0,4.0,4,0
4.0,9,55.0,292.0,-4.0,4,0
4.0,2,74.0,125.0,-3.0,4,1
4.0,2,31.0,37.0,-3.0,4,1
4.0,10,23.0,3362.0,0.0,1,0
4.0,1,54.0,3215.0,-3.0,1,1
4.0,7,35.0,3115.0,-3.0,1,0
4.0,11,80.0,2854.0,-10.0,1,0
4.0,3,25.0,2767.0,10.0,1,1
4.0,3,21.0,2539.0,-17.0,2,0
4.0,1,54.0,2179.0,-21.0,2,0
4.0,1,66.0,2046.0,21.0,2,0
4.0,10,88.0,1951.0,-21.0,2,0
4.0,20,60.0,1870.0,21.0,2,0
4.0,1,15.0,1540.0,-21.0,3,1
4.0,1,19.0,650.0,35.0,4,1
4.0,5,9.0,353.0,-42.0,4,1
4.0,7,77.0,162.0,42.0,4,0
4.0,14,48.0,3305.0,0.0,1,0
4.0,5,88.0,3191.0,0.0,1,0
4.0,7,68.0,2247.0,-14.0,2,0
4.0,1,63.0,2166.0,14.0,2,0
4.0,5,44.0,1962.0,-14.0,2,1
4.0,3,3.0,1347.0,7.0,3,0
4.0,6,65.0,1255.0,-10.0,3,0
4.0,4,36.0,994.0,10.0,3,1
4.0,6,9.0,779.0,10.0,4,0
4.0,1,70.0,375.0,6.0,4,0
4.0,1,66.0,254.0,-6.0,4,0
4.0,7,29.0,180.0,6.0,4,0
4.0,2,2.0,4.0,-9.0,4,1
4.0,4,74.0,3524.0,0.0,1,0
4.0,17,74.0,3432.0,0.0,1,0
4.0,13,44.0,3160.0,-7.0,1,0
4.0,7,92.0,3063.0,7.0,1,0
4.0,22,47.0,2883.0,-7.0,1,0
4.0,14,93.0,2745.0,7.0,1,0
4.0,5,8.0,2190.0,0.0,2,0
4.0,6,76.0,1531.0,-10.0,3,0
4.0,16,58.0,1406.0,10.0,3,0
4.0,6,76.0,1069.0,-4.0,3,0
4.0,1,1.0,686.0,4.0,4,0
4.0,3,31.0,469.0,-7.0,4,1
4.0,3,58.0,343.0,7.0,4,0
4.0,4,78.0,3402.0,-7.0,1,0
4.0,14,83.0,3035.0,-14.0,1,0
4.0,6,41.0,2898.0,14.0,1,0
4.0,13,83.0,2811.0,-14.0,1,0
4.0,14,50.0,2671.0,14.0,2,0
4.0,11,71.0,2492.0,-14.0,2,0
4.0,11,21.0,1958.0,14.0,2,0
4.0,4,74.0,1848.0,-17.0,2,0
4.0,4,62.0,1677.0,17.0,3,0
4.0,9,52.0,1431.0,10.0,3,0
4.0,4,38.0,1284.0,-10.0,3,1
4.0,4,50.0,978.0,-17.0,3,0
4.0,29,88.0,777.0,17.0,4,0
4.0,6,18.0,588.0,-17.0,4,0
4.0,2,45.0,408.0,14.0,4,0
4.0,6,75.0,203.0,-21.0,4,0
4.0,8,75.0,137.0,21.0,4,0
4.0,8,53.0,110.0,-21.0,4,1
4.0,1,1.0,3314.0,0.0,1,0
4.0,2,35.0,2955.0,-3.0,1,1
4.0,7,61.0,2875.0,3.0,1,0
4.0,5,8.0,2036.0,-4.0,2,0
4.0,10,11.0,1817.0,1.0,2,0
4.0,3,51.0,1584.0,4.0,3,0
4.0,3,60.0,1450.0,-4.0,3,0
4.0,4,54.0,1179.0,4.0,3,0
4.0,9,67.0,867.0,-4.0,4,0
4.0,9,52.0,767.0,4.0,4,0
4.0,1,1.0,479.0,4.0,4,0
4.0,3,62.0,392.0,-7.0,4,0
4.0,8,88.0,286.0,7.0,4,0
4.0,12,43.0,3031.0,-7.0,1,0
4.0,7,67.0,2836.0,7.0,1,0
4.0,3,63.0,2739.0,-7.0,1,0
4.0,20,37.0,2396.0,7.0,2,0
4.0,4,52.0,2133.0,-7.0,2,0
4.0,17,67.0,1951.0,1.0,2,0
4.0,5,5.0,1824.0,-1.0,2,0
4.0,16,16.0,1418.0,2.0,3,0
4.0,10,65.0,1317.0,-5.0,3,0
4.0,24,32.0,754.0,5.0,4,0
4.0,22,86.0,601.0,-11.0,4,0
4.0,4,23.0,334.0,11.0,4,0
4.0,3,67.0,255.0,-14.0,4,1
4.0,1,67.0,3502.0,0.0,1,0
4.0,6,16.0,3281.0,0.0,1,0
4.0,1,37.0,3119.0,0.0,1,0
4.0,21,55.0,2911.0,0.0,1,0
4.0,7,76.0,2857.0,0.0,1,0
4.0,6,6.0,2481.0,0.0,2,0
4.0,1,1.0,2098.0,0.0,2,1
4.0,6,7.0,1947.0,-7.0,2,0
4.0,7,7.0,1814.0,4.0,2,0
4.0,2,26.0,1614.0,-7.0,3,0
4.0,4,69.0,1490.0,4.0,3,0
4.0,4,17.0,1156.0,-4.0,3,0
4.0,1,55.0,1059.0,1.0,3,0
4.0,7,77.0,741.0,1.0,4,0
4.0,3,55.0,637.0,-1.0,4,0
4.0,13,56.0,453.0,1.0,4,0
4.0,6,6.0,13.0,-7.0,4,1
4.0,3,85.0,3551.0,0.0,1,0
4.0,6,76.0,3179.0,0.0,1,0
4.0,2,63.0,3056.0,0.0,1,0
4.0,13,82.0,2962.0,0.0,1,0
4.0,11,48.0,2868.0,0.0,1,0
4.0,2,57.0,2704.0,0.0,1,0
4.0,8,75.0,2560.0,0.0,2,0
4.0,6,55.0,2211.0,0.0,2,0
4.0,3,59.0,2058.0,0.0,2,0
4.0,13,60.0,1909.0,0.0,2,0
4.0,6,88.0,1881.0,0.0,2,0
4.0,17,66.0,1852.0,0.0,2,0
4.0,3,24.0,1559.0,0.0,3,0
4.0,5,52.0,1495.0,-3.0,3,0
4.0,4,30.0,982.0,-3.0,3,0
4.0,5,57.0,880.0,3.0,4,0
4.0,11,83.0,336.0,-4.0,4,0
4.0,5,44.0,246.0,4.0,4,0
4.0,1,31.0,63.0,-4.0,4,1
4.0,4,19.0,2484.0,-14.0,2,0
4.0,4,33.0,2287.0,11.0,2,1
4.0,6,62.0,2154.0,-11.0,2,0
4.0,10,27.0,1907.0,-11.0,2,0
4.0,5,55.0,1824.0,-14.0,2,0
4.0,9,75.0,1752.0,-14.0,3,0
4.0,7,72.0,1692.0,14.0,3,0
4.0,15,28.0,1451.0,-14.0,3,0
4.0,21,90.0,1110.0,-21.0,3,0
4.0,8,22.0,854.0,21.0,4,0
4.0,18,33.0,433.0,-24.0,4,1
4.0,1,1.0,326.0,-24.0,4,1
4.0,10,51.0,3305.0,-7.0,1,0
4.0,18,95.0,3192.0,7.0,1,0
4.0,9,14.0,2703.0,0.0,1,0
4.0,3,25.0,2436.0,3.0,2,0
4.0,4,32.0,1990.0,-13.0,2,1
4.0,3,4.0,1802.0,20.0,2,0
4.0,1,71.0,1407.0,29.0,3,0
4.0,11,72.0,1343.0,-29.0,3,0
4.0,7,18.0,1117.0,29.0,3,0
4.0,2,74.0,996.0,25.0,3,0
4.0,2,33.0,804.0,-25.0,4,1
4.0,1,58.0,669.0,25.0,4,0
4.0,16,25.0,543.0,-25.0,4,0
4.0,8,53.0,315.0,25.0,4,0
4.0,9,67.0,3500.0,0.0,1,0
4.0,3,47.0,3370.0,0.0,1,0
4.0,4,49.0,2707.0,-7.0,1,0
4.0,21,66.0,2306.0,-20.0,2,0
4.0,2,12.0,2083.0,20.0,2,0
4.0,7,7.0,2005.0,23.0,2,0
4.0,9,65.0,1917.0,-26.0,2,0
4.0,1,56.0,1741.0,-32.0,3,0
4.0,6,11.0,1561.0,32.0,3,0
4.0,11,28.0,1070.0,28.0,3,1
4.0,12,33.0,560.0,28.0,4,0
4.0,11,67.0,3417.0,0.0,1,0
4.0,7,58.0,2943.0,-7.0,1,0
4.0,3,56.0,2647.0,7.0,2,0
4.0,10,80.0,2523.0,-7.0,2,0
4.0,5,54.0,2025.0,-14.0,2,0
4.0,7,81.0,1323.0,-21.0,3,0
4.0,16,43.0,1043.0,-21.0,3,0
4.0,7,86.0,900.0,21.0,4,0
4.0,16,63.0,851.0,-21.0,4,0
4.0,4,30.0,510.0,21.0,4,0
4.0,15,73.0,436.0,-24.0,4,0
4.0,4,77.0,120.0,-31.0,4,1
4.0,6,15.0,3341.0,0.0,1,0
4.0,9,60.0,3285.0,-3.0,1,0
4.0,7,72.0,3233.0,3.0,1,0
4.0,10,62.0,3167.0,-3.0,1,0
4.0,5,18.0,2980.0,-3.0,1,0
4.0,6,37.0,2806.0,0.0,1,0
4.0,12,98.0,2700.0,0.0,2,0
4.0,21,30.0,2517.0,0.0,2,0
4.0,3,41.0,2300.0,3.0,2,0
4.0,2,5.0,2049.0,3.0,2,1
4.0,10,66.0,1920.0,-10.0,2,0
4.0,6,37.0,1809.0,10.0,2,0
4.0,5,5.0,1485.0,13.0,3,0
4.0,9,23.0,1337.0,-16.0,3,0
4.0,10,48.0,1171.0,16.0,3,0
4.0,3,86.0,1088.0,-16.0,3,0
4.0,15,31.0,963.0,16.0,3,0
4.0,2,31.0,900.0,16.0,4,0
4.0,11,67.0,841.0,-19.0,4,0
4.0,10,12.0,685.0,-19.0,4,0
4.0,3,48.0,3513.0,0.0,1,0
4.0,9,79.0,3360.0,0.0,1,0
4.0,10,29.0,3178.0,0.0,1,0
4.0,7,43.0,2588.0,-10.0,2,0
4.0,5,91.0,2497.0,10.0,2,0
4.0,1,37.0,2293.0,-10.0,2,1
4.0,10,17.0,2077.0,-10.0,2,0
4.0,12,36.0,1868.0,-7.0,2,0
4.0,1,90.0,1808.0,7.0,2,0
4.0,22,87.0,1680.0,7.0,3,0
4.0,15,42.0,1460.0,-7.0,3,0
4.0,5,75.0,1376.0,7.0,3,0
4.0,10,87.0,1314.0,-7.0,3,0
4.0,4,52.0,1119.0,-7.0,3,0
4.0,10,86.0,1091.0,7.0,3,0
4.0,7,41.0,969.0,-7.0,3,0
4.0,14,93.0,893.0,7.0,4,0
4.0,5,34.0,698.0,-7.0,4,1
4.0,7,63.0,645.0,7.0,4,0
4.0,8,24.0,326.0,-7.0,4,0
4.0,12,76.0,234.0,4.0,4,0
4.0,10,70.0,207.0,-4.0,4,0
4.0,10,81.0,147.0,4.0,4,0
4.0,16,59.0,54.0,-4.0,4,1
4.0,1,4.0,3449.0,0.0,1,1
4.0,7,79.0,2954.0,0.0,1,0
4.0,4,39.0,2753.0,0.0,1,0
4.0,4,72.0,2625.0,0.0,2,0
4.0,6,77.0,2531.0,0.0,2,0
4.0,2,63.0,2441.0,0.0,2,0
4.0,4,87.0,2341.0,0.0,2,0
4.0,16,25.0,1522.0,-4.0,3,0
4.0,10,21.0,1211.0,-6.0,3,0
4.0,2,84.0,1109.0,3.0,3,0
4.0,12,32.0,842.0,-3.0,4,0
4.0,2,72.0,714.0,0.0,4,0
4.0,1,11.0,499.0,7.0,4,0
4.0,7,49.0,333.0,-10.0,4,1
4.0,10,59.0,3421.0,0.0,1,0
4.0,1,25.0,3208.0,0.0,1,1
4.0,3,3.0,3028.0,0.0,1,0
4.0,7,62.0,2928.0,-3.0,1,0
4.0,11,50.0,2815.0,3.0,1,0
4.0,2,37.0,2523.0,3.0,2,0
4.0,11,70.0,2172.0,-4.0,2,0
4.0,11,83.0,2023.0,4.0,2,0
4.0,24,69.0,1906.0,-4.0,2,0
4.0,9,67.0,1621.0,11.0,3,0
4.0,5,62.0,1502.0,11.0,3,0
4.0,11,91.0,1406.0,-11.0,3,0
4.0,13,45.0,1225.0,11.0,3,0
4.0,7,89.0,1133.0,-11.0,3,0
4.0,21,36.0,918.0,-18.0,3,0
4.0,10,76.0,780.0,18.0,4,0
4.0,14,74.0,666.0,-18.0,4,0
4.0,6,44.0,477.0,18.0,4,0
4.0,22,99.0,409.0,-18.0,4,0
4.0,1,8.0,112.0,18.0,4,1
4.0,3,82.0,70.0,-18.0,4,1
4.0,10,54.0,16.0,-18.0,4,1
4.0,7,61.0,3510.0,0.0,1,0
4.0,6,60.0,3200.0,0.0,1,0
4.0,5,85.0,3143.0,0.0,1,0
4.0,7,34.0,2700.0,-7.0,2,0
4.0,6,41.0,2544.0,7.0,2,0
4.0,16,73.0,2334.0,-7.0,2,0
4.0,10,80.0,2104.0,-14.0,2,0
4.0,6,63.0,2012.0,14.0,2,0
4.0,3,41.0,1546.0,-21.0,3,1
4.0,6,6.0,1331.0,-21.0,3,0
4.0,7,75.0,1218.0,18.0,3,0
4.0,4,23.0,940.0,-18.0,3,0
4.0,5,38.0,673.0,15.0,4,0
4.0,2,35.0,468.0,-15.0,4,1
4.0,5,7.0,365.0,-15.0,4,1
4.0,2,44.0,174.0,8.0,4,0
4.0,1,70.0,98.0,-8.0,4,1
4.0,21,70.0,740.0,0.0,5,0
4.0,2,53.0,3280.0,-7.0,1,0
4.0,13,83.0,3069.0,7.0,1,0
4.0,5,71.0,3022.0,-7.0,1,0
4.0,14,73.0,2900.0,7.0,1,0
4.0,1,1.0,2588.0,-7.0,2,1
4.0,2,7.0,2166.0,7.0,2,0
4.0,9,48.0,2053.0,-10.0,2,0
4.0,10,83.0,1813.0,-17.0,2,0
4.0,5,80.0,1698.0,-17.0,3,0
4.0,1,3.0,1273.0,17.0,3,1
4.0,8,76.0,1112.0,-24.0,3,0
4.0,11,45.0,588.0,-31.0,4,1
4.0,10,21.0,463.0,31.0,4,0
4.0,5,80.0,206.0,27.0,4,0
4.0,9,49.0,128.0,-27.0,4,1
4.0,11,19.0,3120.0,0.0,1,0
4.0,1,77.0,3085.0,-3.0,1,0
4.0,8,34.0,2988.0,3.0,1,0
4.0,27,54.0,2636.0,6.0,2,0
4.0,2,72.0,2570.0,-6.0,2,0
4.0,4,74.0,2466.0,6.0,2,0
4.0,1,52.0,2397.0,-6.0,2,1
4.0,9,71.0,2158.0,-1.0,2,0
4.0,11,73.0,1873.0,-8.0,2,0
4.0,14,47.0,1824.0,8.0,2,0
4.0,9,35.0,1531.0,8.0,3,0
4.0,6,62.0,1329.0,-11.0,3,0
4.0,11,65.0,1224.0,11.0,3,0
4.0,7,78.0,1144.0,-11.0,3,0
4.0,9,38.0,960.0,11.0,3,0
4.0,4,91.0,900.0,-11.0,4,0
4.0,1,20.0,746.0,11.0,4,0
4.0,10,63.0,679.0,-14.0,4,0
4.0,10,67.0,519.0,14.0,4,0
4.0,20,91.0,164.0,-14.0,4,1
4.0,4,43.0,118.0,14.0,4,1
4.0,6,73.0,3552.0,0.0,1,0
4.0,22,81.0,3444.0,0.0,1,0
4.0,21,83.0,2922.0,0.0,1,0
4.0,1,49.0,2803.0,0.0,1,1
4.0,5,83.0,2607.0,-7.0,2,0
4.0,20,62.0,2240.0,-14.0,2,0
4.0,12,39.0,2004.0,14.0,2,0
4.0,22,91.0,1694.0,7.0,3,0
4.0,3,45.0,1601.0,-7.0,3,0
4.0,6,88.0,1544.0,7.0,3,0
4.0,20,29.0,1290.0,-7.0,3,0
4.0,15,15.0,1040.0,4.0,3,0
4.0,9,14.0,608.0,0.0,4,0
4.0,20,58.0,387.0,-3.0,4,0
4.0,6,36.0,180.0,3.0,4,0
4.0,8,83.0,116.0,-3.0,4,1
4.0,1,9.0,12.0,3.0,4,0
4.0,6,39.0,3351.0,0.0,1,0
4.0,12,57.0,3152.0,0.0,1,0
4.0,8,82.0,3065.0,0.0,1,0
4.0,2,37.0,2603.0,-7.0,2,1
4.0,6,53.0,2315.0,0.0,2,0
4.0,20,23.0,1860.0,-7.0,2,0
4.0,2,47.0,1807.0,4.0,2,1
4.0,14,49.0,1235.0,-3.0,3,0
4.0,5,53.0,969.0,3.0,3,0
4.0,12,12.0,536.0,-3.0,4,0
4.0,4,59.0,361.0,0.0,4,0
4.0,3,8.0,104.0,0.0,4,0
4.0,1,16.0,595.0,0.0,5,0
4.0,2,59.0,3488.0,0.0,1,0
4.0,5,10.0,3326.0,0.0,1,0
4.0,3,56.0,3127.0,-3.0,1,0
4.0,9,11.0,2717.0,3.0,1,0
4.0,3,60.0,2695.0,-6.0,2,0
4.0,5,61.0,2542.0,6.0,2,0
4.0,4,72.0,2236.0,-13.0,2,0
4.0,4,76.0,2104.0,13.0,2,0
4.0,5,5.0,1839.0,-13.0,2,0
4.0,4,6.0,1636.0,10.0,3,0
4.0,17,47.0,1420.0,13.0,3,0
4.0,7,72.0,1328.0,-13.0,3,0
4.0,11,25.0,932.0,13.0,3,0
4.0,10,80.0,858.0,-16.0,4,0
4.0,1,41.0,722.0,16.0,4,1
4.0,1,29.0,565.0,16.0,4,1
4.0,1,65.0,410.0,-16.0,4,1
4.0,9,36.0,115.0,10.0,4,1
4.0,10,12.0,58.0,-10.0,4,0
4.0,18,78.0,3512.0,0.0,1,0
4.0,21,42.0,3329.0,0.0,1,0
4.0,4,54.0,3186.0,0.0,1,0
4.0,2,63.0,2819.0,-7.0,1,0
4.0,7,16.0,2589.0,-7.0,2,0
4.0,19,65.0,2068.0,-11.0,2,0
4.0,3,7.0,1852.0,11.0,2,0
4.0,12,75.0,1737.0,-21.0,3,0
4.0,2,51.0,1605.0,21.0,3,0
4.0,14,46.0,1263.0,-21.0,3,0
4.0,1,46.0,1008.0,14.0,3,0
4.0,13,63.0,888.0,-14.0,4,0
4.0,5,46.0,780.0,14.0,4,0
4.0,8,40.0,188.0,7.0,4,0
4.0,17,71.0,14.0,0.0,4,0
4.0,2,31.0,3369.0,0.0,1,0
4.0,28,68.0,3181.0,0.0,1,0
4.0,1,78.0,3055.0,0.0,1,0
4.0,2,46.0,2885.0,0.0,1,0
4.0,1,26.0,2635.0,0.0,2,1
4.0,16,86.0,2329.0,-7.0,2,0
4.0,1,10.0,2199.0,7.0,2,0
4.0,12,43.0,1803.0,-3.0,2,0
4.0,9,79.0,1746.0,3.0,3,0
4.0,7,46.0,1667.0,-3.0,3,0
4.0,8,35.0,1023.0,-10.0,3,0
4.0,7,43.0,849.0,10.0,4,0
4.0,7,58.0,280.0,3.0,4,0
4.0,9,30.0,113.0,-3.0,4,0
4.0,8,60.0,51.0,3.0,4,0
4.0,10,28.0,3194.0,-7.0,1,1
4.0,3,41.0,2954.0,7.0,1,0
4.0,6,61.0,2516.0,0.0,2,0
4.0,5,7.0,2063.0,0.0,2,0
4.0,12,39.0,1816.0,-3.0,2,0
4.0,5,21.0,1576.0,3.0,3,0
4.0,5,69.0,1450.0,-6.0,3,0
4.0,6,16.0,1117.0,6.0,3,0
4.0,1,5.0,849.0,-9.0,4,0
4.0,3,3.0,601.0,6.0,4,0
4.0,12,62.0,526.0,-9.0,4,0
4.0,11,46.0,258.0,9.0,4,0
4.0,10,80.0,3267.0,-7.0,1,0
4.0,1,54.0,3184.0,7.0,1,0
4.0,3,40.0,3001.0,-7.0,1,1
4.0,4,4.0,2658.0,-7.0,2,0
4.0,15,48.0,2209.0,-11.0,2,0
4.0,1,63.0,2046.0,11.0,2,0
4.0,12,42.0,1861.0,5.0,2,0
4.0,1,61.0,1707.0,-5.0,3,1
4.0,22,84.0,1573.0,-12.0,3,0
