down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,posteam,play_type,wp,epa,go_for_it
4.0,2,72.0,443.0,0.0,4,TEN,punt,0.4492631431846551,-0.5404838259521967,0
4.0,1,15.0,316.0,0.0,4,HOU,run,0.6293543177836478,1.8097593722080765,1
4.0,2,5.0,178.0,0.0,4,HOU,field_goal,0.7033909953447497,0.0618166919425084,0
4.0,4,74.0,3186.0,0.0,1,NO,punt,0.4356652181755316,2.237205968760894,0
4.0,16,81.0,3022.0,0.0,1,PHI,punt,0.4105135657407148,-0.0958994020795374,0
4.0,5,5.0,2819.0,0.0,1,NO,field_goal,0.5698151073925865,0.0580882694881585,0
4.0,5,55.0,2765.0,-3.0,1,PHI,punt,0.374533281733813,-0.2954362294924888,0
4.0,5,5.0,1962.0,-3.0,2,PHI,field_goal,0.4878235836227773,0.0618195070830487,0
4.0,2,62.0,1917.0,0.0,2,NO,punt,0.5096658487209407,-0.5928815553840803,0
4.0,5,92.0,1891.0,0.0,2,PHI,punt,0.4852654096660083,-1.3443091380283436,0
4.0,6,90.0,1543.0,-18.0,3,PHI,punt,0.0317318440940974,2.329267862507148,0
4.0,7,7.0,1154.0,18.0,3,NO,field_goal,0.9725415774894564,0.0884814164962799,0
4.0,3,3.0,934.0,-21.0,3,PHI,pass,0.030415681910973,0.0,1
4.0,6,69.0,835.0,14.0,4,NO,punt,0.8875637447605911,0.3878145381170581,0
4.0,9,74.0,776.0,-14.0,4,PHI,punt,0.0612634318963752,-1.0233921763990494,0
4.0,5,5.0,317.0,-21.0,4,PHI,pass,0.0181808401070961,-2.5514464783625783,1
4.0,14,99.0,221.0,21.0,4,NO,run,0.9916656857971716,-0.104060641525705,1
4.0,7,36.0,3414.0,0.0,1,NE,punt,0.5230623602390442,-1.6524786473354802,0
4.0,24,94.0,3289.0,0.0,1,NYJ,punt,0.3932834121158635,0.5006267875647628,0
4.0,5,44.0,3235.0,0.0,1,NE,punt,0.4937044826955524,3.868370547026006,0
4.0,20,27.0,3113.0,0.0,1,NE,field_goal,0.5488057242424189,1.1327270792963389,0
4.0,3,55.0,3021.0,-3.0,1,NYJ,punt,0.3944029869191095,-0.1103495050537763,0
4.0,4,78.0,2713.0,-3.0,1,NYJ,punt,0.3145820623759494,-0.3693725877195908,0
4.0,5,7.0,2494.0,3.0,2,NE,field_goal,0.6691473485445988,0.0920173484273139,0
4.0,10,15.0,2164.0,-6.0,2,NYJ,field_goal,0.3912446404397418,0.2560041208800148,0
4.0,3,11.0,1821.0,3.0,2,NE,field_goal,0.696923260905446,0.155407998235542,0
4.0,10,75.0,1651.0,-1.0,3,NE,punt,0.3781117288800814,-0.2537807038105355,0
4.0,6,6.0,1406.0,1.0,3,NYJ,field_goal,0.616456740065298,0.070583184276693,0
4.0,34,60.0,1089.0,-4.0,3,NE,punt,0.294040838873907,1.1387516660511032,0
4.0,8,22.0,594.0,4.0,4,NYJ,field_goal,0.7383759982541622,0.753562735962976,0
4.0,7,68.0,413.0,-7.0,4,NE,punt,0.1616547834152629,-1.3475605318305734,0
4.0,3,48.0,310.0,7.0,4,NYJ,punt,0.8382534081831031,-0.9565969737982116,0
4.0,11,66.0,229.0,-7.0,4,NE,punt,0.1221202403436223,0.1214403056868532,0
4.0,12,60.0,120.0,7.0,4,NYJ,punt,0.9115461557279944,-0.0375798427076145,0
4.0,10,72.0,66.0,-7.0,4,NE,pass,0.029211509276343,0.0269682754159386,1
4.0,6,76.0,3560.0,0.0,1,OAK,punt,0.4104288141705367,2.350184280335901,0
4.0,7,65.0,3459.0,0.0,1,KC,punt,0.4405172873414077,0.7124735459002696,0
4.0,9,75.0,3399.0,0.0,1,OAK,punt,0.417180141990886,1.8186253605129872,0
4.0,2,39.0,3081.0,0.0,1,KC,run,0.5015127519290471,2.524138255044909,1
4.0,1,5.0,2823.0,0.0,1,KC,field_goal,0.5385825068770469,0.0580627604370072,0
4.0,17,47.0,2749.0,-3.0,1,OAK,punt,0.4035549813491699,-0.8312274029719131,0
4.0,5,62.0,2506.0,3.0,2,KC,punt,0.5247758982787545,0.9520860595703516,0
4.0,14,31.0,2131.0,-3.0,2,OAK,field_goal,0.4498086874329104,1.4169535267973852,0
4.0,3,61.0,2011.0,0.0,2,KC,punt,0.4828234913688744,-0.1886770280421668,0
4.0,5,75.0,1959.0,0.0,2,OAK,punt,0.4629532535513208,-0.0298810026715569,0
4.0,1,27.0,1844.0,0.0,2,KC,run,0.546507371949949,1.2980537170049735,1
4.0,9,36.0,1418.0,0.0,3,OAK,field_goal,0.506226902428559,2.287282310632474,0
4.0,13,55.0,1252.0,-3.0,3,KC,punt,0.3582713769637397,0.0839932744798204,0
4.0,7,77.0,1161.0,3.0,3,OAK,punt,0.5037382994272073,0.7553794387929278,0
4.0,4,88.0,767.0,3.0,4,OAK,punt,0.4960045405616913,0.1802071955099462,0
4.0,7,41.0,572.0,-3.0,4,KC,punt,0.3955129396986002,-1.3495016567663836,0
4.0,3,65.0,433.0,3.0,4,OAK,punt,0.5882961891435503,-0.519392585867525,0
4.0,4,74.0,36.0,-3.0,4,KC,pass,0.0858203412973261,-0.0110647260837013,1
4.0,3,12.0,2985.0,-7.0,1,JAC,field_goal,0.3750133536020729,0.1692554575261553,0
4.0,4,27.0,2703.0,4.0,1,ARI,field_goal,0.6511964803977778,1.1435102853336243,0
4.0,13,83.0,2597.0,-7.0,2,JAC,punt,0.191097919829237,6.7493001459781174,0
4.0,3,61.0,2314.0,-13.0,2,JAC,punt,0.1276040170955982,-0.8652792158142919,0
4.0,1,44.0,2109.0,13.0,2,ARI,pass,0.8804998354166732,2.020832630461748,1
4.0,2,78.0,1834.0,-20.0,2,JAC,punt,0.0425729614353278,-0.0050521630740911,0
4.0,7,58.0,1714.0,-20.0,3,JAC,punt,0.0334502336804931,-0.6430716031930592,0
4.0,11,30.0,1515.0,20.0,3,ARI,field_goal,0.9770427438763016,-3.584813431356105,0
4.0,12,53.0,748.0,20.0,4,ARI,punt,0.971836970042793,0.0709977921837112,0
4.0,10,19.0,439.0,-20.0,4,JAC,pass,0.0271242850831267,4.754943423683107,1
4.0,10,80.0,378.0,13.0,4,ARI,punt,0.9141085304893888,-0.1649024702442871,0
4.0,13,31.0,269.0,-13.0,4,JAC,pass,0.0586943805690538,-2.551043941333417,1
4.0,6,48.0,179.0,13.0,4,ARI,punt,0.9735119413983072,-0.7150157776670659,0
4.0,9,58.0,3483.0,0.0,1,GB,punt,0.4561226216125922,-1.040454152759689,0
4.0,7,87.0,2502.0,7.0,2,GB,punt,0.62083182219009,-3.089380230797187,0
4.0,25,85.0,2322.0,0.0,2,GB,punt,0.412832143210824,0.1681896897693744,0
4.0,13,37.0,1803.0,-1.0,2,GB,field_goal,0.5219685264058982,-1.9978088517974464,0
4.0,2,52.0,1614.0,1.0,3,CIN,punt,0.5216504779225879,1.090326543835436,0
4.0,16,37.0,717.0,-8.0,4,GB,punt,0.2218592093240533,-0.8296737667338097,0
4.0,1,82.0,581.0,8.0,4,CIN,punt,0.7487101903017205,1.1080340175655667,0
4.0,15,72.0,488.0,-8.0,4,GB,punt,0.128285290940189,-0.1303793022707953,0
4.0,1,35.0,249.0,8.0,4,CIN,punt,0.908143840732245,-1.551450272917667,0
4.0,12,87.0,172.0,-8.0,4,GB,punt,0.0598687491620796,-1.942548333513926,0
4.0,4,23.0,120.0,8.0,4,CIN,field_goal,0.9682557133174612,0.7651881969024359,0
4.0,14,82.0,3539.0,0.0,1,SEA,punt,0.3919844245392185,1.979469354351598,0
4.0,16,19.0,3043.0,0.0,1,SF,field_goal,0.5696352517632741,0.5148973176923781,0
4.0,5,52.0,2880.0,-3.0,1,SEA,punt,0.3767681796350551,-0.6092139422621565,0
4.0,6,75.0,2806.0,-10.0,1,SEA,punt,0.1339333409517197,1.5924264823880552,0
4.0,9,81.0,2700.0,10.0,2,SF,punt,0.7376369855238578,0.9119669230781906,0
4.0,2,18.0,2408.0,-10.0,2,SEA,field_goal,0.2298259683449528,0.440003968251351,0
4.0,8,45.0,2189.0,7.0,2,SF,punt,0.7578228685758425,-0.0325609457544124,0
4.0,7,93.0,2117.0,-7.0,2,SEA,punt,0.1993180182871103,-1.0279114371695053,0
4.0,7,25.0,1989.0,7.0,2,SF,field_goal,0.8019013514866117,0.8626272543770934,0
4.0,6,76.0,1702.0,-10.0,3,SEA,punt,0.1320406898699912,1.3300434700882393,0
4.0,2,66.0,1610.0,10.0,3,SF,punt,0.7876677614499809,-0.3376878065657598,0
4.0,22,56.0,1368.0,-10.0,3,SEA,punt,0.148544101539552,2.1777460841478637,0
4.0,22,83.0,1062.0,10.0,3,SF,punt,0.7368053963275621,0.0149907049808151,0
4.0,10,21.0,418.0,10.0,4,SF,field_goal,0.922072830999106,0.6550840822974724,0
4.0,3,81.0,354.0,-13.0,4,SEA,punt,0.0433324381980056,0.4201963645431971,0
4.0,5,69.0,324.0,13.0,4,SF,punt,0.932629703255898,-0.3060429118669594,0
4.0,13,62.0,217.0,-13.0,4,SEA,pass,0.0324253781303277,3.3999098628044147,1
4.0,15,18.0,137.0,-13.0,4,SEA,pass,0.0294513874218891,-2.1964868249739493,1
4.0,2,74.0,31.0,13.0,4,SF,punt,0.9927126949923823,-1.1433410495365703,0
4.0,12,72.0,3514.0,0.0,1,TB,punt,0.4155503820452152,-0.4613574909071136,0
4.0,10,13.0,2713.0,13.0,1,BUF,field_goal,0.9045994191689044,0.1957430429284938,0
4.0,1,64.0,2475.0,9.0,2,BUF,run,0.7844323511545382,3.4542228101332584,1
4.0,8,25.0,2395.0,9.0,2,BUF,field_goal,0.8434081445315285,0.9701156347639984,0
4.0,15,49.0,2235.0,-12.0,2,TB,punt,0.132267820764561,0.3244633289441594,0
4.0,8,82.0,2155.0,12.0,2,BUF,punt,0.8404684773916516,-0.966955111835113,0
4.0,6,46.0,2010.0,-12.0,2,TB,punt,0.1337824538090657,-0.3089697267249255,0
4.0,4,69.0,1499.0,-5.0,3,TB,punt,0.2624852904279103,2.521954822398576,0
4.0,20,74.0,1340.0,5.0,3,BUF,punt,0.5691759446243949,0.8652971292655087,0
4.0,1,43.0,1201.0,-5.0,3,TB,run,0.3479930295243182,-3.810634644586584,1
4.0,18,77.0,1027.0,-5.0,3,TB,punt,0.2171226481305477,1.2210840205552258,0
4.0,7,9.0,687.0,5.0,4,BUF,field_goal,0.7792145034104385,0.1233157714934711,0
4.0,3,73.0,635.0,-8.0,4,TB,punt,0.1518072519557672,-1.3611300935844413,0
4.0,10,43.0,411.0,-15.0,4,TB,pass,0.0525770553531579,4.874875887222678,1
4.0,6,6.0,332.0,-15.0,4,TB,pass,0.0690451898501006,4.0645669918867835,1
4.0,1,2.0,120.0,9.0,4,BUF,field_goal,0.9790307413935142,0.0311354065066571,0
4.0,6,53.0,66.0,-12.0,4,TB,pass,0.0071359475703495,1.662453076504243,1
4.0,12,82.0,3470.0,0.0,1,SD,punt,0.3972693556592676,0.0340846328609383,0
4.0,3,45.0,3410.0,0.0,1,BAL,punt,0.503889698278444,0.8442534235377761,0
4.0,11,11.0,2746.0,0.0,1,SD,field_goal,0.529887750771272,0.1530354261868978,0
4.0,13,55.0,2291.0,-4.0,2,SD,punt,0.3234205153360248,0.1994363084198045,0
4.0,4,80.0,2203.0,4.0,2,BAL,punt,0.6029766634910031,-0.3828093911771408,0
4.0,4,4.0,1982.0,-4.0,2,SD,field_goal,0.4120547393606844,0.0480134039319457,0
4.0,2,34.0,1838.0,-8.0,2,SD,pass,0.2774034025063506,1.6303029315154969,1
4.0,8,42.0,1642.0,5.0,3,BAL,punt,0.6827497579466737,0.5827342118075137,0
4.0,7,7.0,434.0,-5.0,4,SD,field_goal,0.3916362425726,0.0928579847189468,0
4.0,6,48.0,294.0,2.0,4,BAL,punt,0.61112526407,-0.0785293874762491,0
4.0,12,15.0,177.0,2.0,4,BAL,field_goal,0.7838141810940651,0.2448608480342353,0
4.0,2,15.0,37.0,-5.0,4,SD,run,0.0753348066827061,-2.6164669239620104,1
4.0,4,4.0,3445.0,0.0,1,CLE,field_goal,0.5742738138482955,0.0410968531879571,0
4.0,8,57.0,3320.0,-3.0,1,DEN,punt,0.3727140256524016,1.1226374083934516,0
4.0,5,29.0,2813.0,-4.0,1,CLE,field_goal,0.4224345594522297,1.3275084768446035,0
4.0,5,5.0,2505.0,1.0,2,DEN,field_goal,0.5678768840078035,0.0600264687658582,0
4.0,6,43.0,2287.0,-4.0,2,CLE,punt,0.4171159784938468,-1.3326757739775452,0
4.0,12,70.0,2190.0,4.0,2,DEN,punt,0.5522442917104976,-0.0412024403121555,0
4.0,1,61.0,2048.0,-4.0,2,CLE,punt,0.392306416379103,0.2737163610275498,0
4.0,10,21.0,1828.0,4.0,2,DEN,field_goal,0.7225490878587124,-2.399908138214187,0
4.0,7,20.0,1543.0,4.0,3,DEN,field_goal,0.7079055889091198,0.585493756541744,0
4.0,4,50.0,1410.0,-7.0,3,CLE,punt,0.2500552920288437,0.2122557778575442,0
4.0,1,19.0,1074.0,7.0,3,DEN,field_goal,0.8092554939003836,-3.6763989983216807,0
4.0,10,44.0,971.0,-7.0,3,CLE,punt,0.2479170416607444,-0.9905259811866808,0
4.0,28,98.0,605.0,-14.0,4,CLE,punt,0.0406433811466454,1.4277108880907905,0
4.0,3,73.0,421.0,-21.0,4,CLE,punt,0.0078846206736922,-0.2936010073328781,0
4.0,3,32.0,113.0,21.0,4,DEN,run,0.9990443960604504,-2.7157955022210283,1
4.0,6,67.0,3489.0,0.0,1,CHI,punt,0.4352742445439249,2.429215161088062,0
4.0,1,1.0,3002.0,0.0,1,PIT,pass,0.5922383344063726,3.325117017108594,1
4.0,3,63.0,2914.0,-7.0,1,CHI,punt,0.2490435749264615,1.290260389357747,0
4.0,9,59.0,2390.0,-7.0,2,CHI,punt,0.2485907478095972,-0.1477051306217995,0
4.0,10,61.0,2188.0,7.0,2,PIT,punt,0.7072385461156967,1.1857425888242197,0
4.0,10,80.0,1756.0,0.0,3,PIT,punt,0.4037093778124349,0.9431343772762816,0
4.0,18,73.0,1690.0,0.0,3,CHI,punt,0.4124996840975364,1.9198537585105309,0
4.0,10,69.0,1552.0,0.0,3,PIT,punt,0.4253193642608669,1.1749038011138997,0
4.0,5,60.0,1330.0,0.0,3,CHI,punt,0.4544694330301534,-0.6799603026492382,0
4.0,8,73.0,1044.0,-7.0,3,CHI,punt,0.1749601619470061,-0.1545031418888607,0
4.0,17,20.0,702.0,7.0,4,PIT,field_goal,0.8322298402460692,-3.685814923430909,0
4.0,2,25.0,203.0,0.0,4,PIT,field_goal,0.634168521071278,-3.2990118640607813,0
4.0,2,26.0,20.0,0.0,4,CHI,field_goal,0.9390773486727624,0.881760043798641,0
4.0,2,69.0,3521.0,0.0,1,DAL,punt,0.4406168873607333,1.3166793803621746,0
4.0,9,12.0,3243.0,0.0,1,NYG,field_goal,0.5765046478828056,0.1657555540984394,0
4.0,8,73.0,2890.0,-4.0,1,NYG,punt,0.2950559926600159,1.0362261985348953,0
4.0,9,9.0,2616.0,2.0,2,NYG,field_goal,0.614094897677661,0.1226066184352836,0
4.0,5,38.0,2126.0,-2.0,2,NYG,punt,0.4356436220352644,-0.6588061509100966,0
4.0,7,92.0,2026.0,2.0,2,DAL,punt,0.5345592426578378,-0.1702441082447847,0
4.0,6,54.0,1917.0,-2.0,2,NYG,punt,0.4644224219679889,-1.0145230762109885,0
4.0,7,11.0,1583.0,2.0,3,NYG,field_goal,0.6512186592811638,-3.2450619591140044,0
4.0,4,50.0,1463.0,-2.0,3,DAL,punt,0.4230614169670313,0.8290263821853383,0
4.0,2,45.0,1274.0,2.0,3,NYG,punt,0.5860722590536162,-0.9939110094267792,0
4.0,4,74.0,1024.0,-5.0,3,NYG,punt,0.246395671240004,-0.8790159986128783,0
4.0,7,80.0,755.0,-2.0,4,DAL,punt,0.3167310956513833,-0.3069976961819054,0
4.0,5,18.0,462.0,2.0,4,NYG,field_goal,0.6908354219257297,0.4315693139533918,0
4.0,9,56.0,3054.0,0.0,1,IND,punt,0.4772439049293884,0.1066325660762306,0
4.0,9,27.0,2606.0,0.0,2,MIA,field_goal,0.5264917704693641,1.1408969783809635,0
4.0,5,25.0,2360.0,-3.0,2,IND,field_goal,0.4391750339108842,0.965137927549978,0
4.0,15,55.0,2091.0,0.0,2,MIA,punt,0.5031037048410736,0.1696418715221961,0
4.0,3,80.0,1998.0,0.0,2,IND,punt,0.4461838459525997,-0.6026216054106329,0
4.0,2,27.0,1847.0,0.0,2,MIA,field_goal,0.5608219149960247,0.9578597961044646,0
4.0,7,31.0,1423.0,0.0,3,MIA,field_goal,0.5309477503224709,-3.733959892658538,0
4.0,11,61.0,1340.0,0.0,3,IND,punt,0.4445315194341675,0.6789816420885699,0
4.0,3,27.0,235.0,0.0,4,MIA,field_goal,0.6180385772414183,1.0122734961714936,0
4.0,10,42.0,22.0,-4.0,4,MIA,pass,0.0268303019106394,1.7018252508296543,1
4.0,1,9.0,3345.0,0.0,1,BAL,run,0.5746063567841546,2.5601387861886575,1
4.0,9,63.0,3151.0,-7.0,1,CLE,punt,0.2314414195460146,1.407345927814203,0
4.0,16,18.0,2781.0,7.0,1,BAL,field_goal,0.7868743183145065,0.4432144919871277,0
4.0,6,44.0,2600.0,-10.0,2,CLE,punt,0.1879381277334052,0.212452221631995,0
4.0,12,15.0,2142.0,10.0,2,BAL,field_goal,0.8753297175050486,0.2548793865386374,0
4.0,1,60.0,2015.0,-13.0,2,CLE,punt,0.1203564409104046,-0.4898000851343915,0
4.0,9,59.0,1661.0,20.0,3,BAL,punt,0.9510762121961952,-0.3297994704140212,0
4.0,12,12.0,900.0,-27.0,4,CLE,field_goal,0.0077159473346115,0.172314526822761,0
4.0,3,64.0,637.0,-24.0,4,CLE,punt,0.0046124810172901,-0.0559785711084883,0
4.0,12,80.0,530.0,24.0,4,BAL,punt,0.9896754785465182,-0.6593194455946569,0
4.0,10,47.0,259.0,31.0,4,BAL,punt,0.999977377014863,-0.2384707205832287,0
4.0,6,86.0,176.0,-31.0,4,CLE,punt,1.37489706934664e-05,-0.7734707174450168,0
4.0,6,48.0,36.0,31.0,4,BAL,punt,0.9999169330014048,-0.7980494965528144,0
4.0,3,67.0,3026.0,-14.0,1,TEN,punt,0.1041183723396056,-0.232806829567234,0
4.0,6,53.0,2846.0,14.0,1,NYJ,punt,0.8745415035100798,-0.5827373149774333,0
4.0,13,81.0,2768.0,-14.0,1,TEN,punt,0.0806403291454518,-0.1519788131335917,0
4.0,5,69.0,2267.0,7.0,2,NYJ,punt,0.6761049409247242,-0.284508879422938,0
4.0,7,33.0,2091.0,-7.0,2,TEN,pass,0.3201368454105259,-2.7073664045213746,1
4.0,10,66.0,2072.0,7.0,2,NYJ,punt,0.6895103658475424,-0.0648828021047804,0
4.0,9,44.0,1924.0,7.0,2,NYJ,punt,0.7298134852091487,-1.17264375935123,0
4.0,10,20.0,1813.0,-7.0,2,TEN,field_goal,0.3538057493022615,0.5296025897300045,0
4.0,17,85.0,1478.0,-3.0,3,NYJ,punt,0.2785513174464982,0.2726907134436733,0
4.0,7,50.0,1418.0,3.0,3,TEN,punt,0.5830907024495448,-0.4425194252412407,0
4.0,11,81.0,1329.0,-3.0,3,NYJ,punt,0.2870004011614482,7.007577241046799,0
4.0,5,71.0,1116.0,-4.0,3,TEN,punt,0.2785054627453268,-0.89237839886899,0
4.0,7,44.0,912.0,4.0,3,NYJ,punt,0.647860313000524,-0.596994048854611,0
4.0,11,88.0,818.0,-4.0,4,TEN,punt,0.2282739808883745,-1.8289015201512215,0
4.0,8,12.0,701.0,4.0,4,NYJ,field_goal,0.7407780934827269,0.1731774584217054,0
4.0,8,45.0,602.0,-7.0,4,TEN,punt,0.235640914611097,-1.1738793384631343,0
4.0,5,75.0,506.0,7.0,4,NYJ,punt,0.7232103369865895,0.0033424202009371,0
4.0,10,69.0,452.0,-7.0,4,TEN,punt,0.1615619803049944,-2.202593036670363,0
4.0,10,57.0,180.0,7.0,4,NYJ,punt,0.8678808839780444,-0.9565226065213296,0
4.0,23,67.0,114.0,-7.0,4,TEN,pass,0.0638418419240185,-0.0451616384005582,1
4.0,7,72.0,3378.0,0.0,1,DET,punt,0.4270834168666301,1.2208687864468886,0
4.0,1,1.0,3134.0,0.0,1,WAS,run,0.6062370853209135,-2.2946584802675183,1
4.0,1,55.0,2643.0,-7.0,2,WAS,punt,0.2571389660745708,0.3919188364372146,0
4.0,11,20.0,2314.0,7.0,2,DET,field_goal,0.7828557310550661,0.5888360459790611,0
4.0,1,68.0,2226.0,-10.0,2,WAS,punt,0.1821123771016981,0.8535342392153611,0
4.0,8,8.0,1802.0,10.0,2,DET,field_goal,0.8768988011202148,0.1001561370394608,0
4.0,4,59.0,1457.0,6.0,3,DET,punt,0.6668338562160234,1.0755685793200114,0
4.0,14,50.0,1218.0,6.0,3,DET,punt,0.6910363827947792,0.646350259855031,0
4.0,13,83.0,1074.0,-6.0,3,WAS,punt,0.1830142405961801,1.4390098423449078,0
4.0,1,47.0,920.0,6.0,3,DET,punt,0.7337559660900069,-1.024543414953197,0
4.0,14,53.0,731.0,-6.0,4,WAS,punt,0.2414648521894935,0.088242944948214,0
4.0,15,90.0,669.0,6.0,4,DET,punt,0.6016394420216132,-0.1457776328408675,0
4.0,3,44.0,554.0,-6.0,4,WAS,punt,0.2700403034552381,-1.014027370905194,0
4.0,8,53.0,72.0,5.0,4,DET,punt,0.9457324632897592,-1.2339102437273342,0
4.0,2,33.0,3159.0,0.0,1,JAC,field_goal,0.5288773935429778,1.794609903209965,0
4.0,10,45.0,2995.0,-3.0,1,HOU,punt,0.4165659466443802,-0.1102635470899686,0
4.0,12,91.0,2900.0,3.0,1,JAC,punt,0.4828279304909257,-0.2939791811479848,0
4.0,8,38.0,2354.0,-3.0,2,HOU,punt,0.4281910074439851,-1.7259188153756009,0
4.0,6,76.0,2294.0,3.0,2,JAC,punt,0.535028755936228,-1.3383895685662726,0
4.0,1,16.0,1867.0,-3.0,2,HOU,run,0.4682938651736716,2.5417011290698497,1
4.0,1,8.0,1145.0,-3.0,3,HOU,field_goal,0.4851903616919029,0.1043564164549404,0
4.0,1,12.0,900.0,0.0,4,JAC,run,0.5837968817623324,2.494232512142726,1
4.0,17,77.0,716.0,-7.0,4,HOU,punt,0.1591779721876919,0.9610076725659904,0
4.0,9,44.0,431.0,7.0,4,JAC,punt,0.8134946705545884,-0.5235219158986607,0
4.0,10,89.0,338.0,-7.0,4,HOU,punt,0.123407145534201,0.0308696427042756,0
4.0,21,88.0,3514.0,0.0,1,SF,punt,0.3800404555806541,1.0444354578176984,0
4.0,9,58.0,3457.0,0.0,1,MIN,punt,0.4575373973944016,0.3384290355995032,0
4.0,1,69.0,3387.0,0.0,1,SF,punt,0.4565643629974947,1.4259944765741364,0
4.0,2,78.0,3126.0,-7.0,1,SF,punt,0.2158862142997602,0.9223659189305968,0
4.0,8,38.0,2760.0,7.0,1,MIN,punt,0.7346687465181364,-0.6151258498882617,0
4.0,5,87.0,2706.0,-7.0,1,SF,punt,0.1923872360437518,-1.3790022818546928,0
4.0,9,22.0,2593.0,7.0,2,MIN,field_goal,0.7640405064392627,0.7645969904994909,0
4.0,1,36.0,2390.0,-10.0,2,SF,pass,0.2165823562468718,3.976787003398222,1
4.0,20,80.0,2239.0,3.0,2,MIN,punt,0.5255895900200799,0.0251541237517711,0
4.0,4,34.0,2007.0,3.0,2,MIN,field_goal,0.6316896225253005,1.6927700114168684,0
4.0,9,56.0,1922.0,-6.0,2,SF,punt,0.2855025716934367,-0.5805759473131976,0
4.0,15,76.0,1657.0,0.0,3,MIN,punt,0.4062102362808699,2.561525053901107,0
4.0,2,76.0,1530.0,0.0,3,SF,punt,0.4269587908216371,-0.4314093712136095,0
4.0,4,19.0,1191.0,0.0,3,SF,field_goal,0.5737052805391446,0.5163448236833315,0
4.0,7,60.0,1038.0,-4.0,3,SF,punt,0.3143690193424048,1.5304652584688858,0
4.0,4,42.0,776.0,4.0,4,MIN,punt,0.6624741301385769,-1.5558487671753485,0
4.0,6,74.0,362.0,-3.0,4,MIN,punt,0.2883791728106832,0.2114886122342695,0
4.0,9,72.0,217.0,3.0,4,SF,punt,0.6286428797566561,0.0466023391651435,0
4.0,5,47.0,115.0,-3.0,4,MIN,pass,0.3882744325705023,-2.7324711863764506,1
4.0,4,47.0,96.0,3.0,4,SF,punt,0.8349762764342811,-1.5126224248988869,0
4.0,3,8.0,3266.0,0.0,1,ATL,field_goal,0.577877441056535,0.1011468023399126,0
4.0,3,3.0,2746.0,-3.0,1,NE,field_goal,0.4728684847413586,0.0331012303793101,0
4.0,7,73.0,2655.0,0.0,2,ATL,punt,0.4170846824780307,-1.1952370238505836,0
4.0,3,34.0,2426.0,-7.0,2,ATL,pass,0.3037412422807104,2.5082779000152247,1
4.0,6,73.0,2244.0,0.0,2,NE,punt,0.4373375558862181,0.2108211148235417,0
4.0,10,15.0,1825.0,0.0,2,NE,field_goal,0.5960393783331547,0.2509893496615594,0
4.0,4,4.0,1444.0,3.0,3,NE,field_goal,0.6915971449785479,0.0420990431310799,0
4.0,5,38.0,1320.0,-6.0,3,ATL,punt,0.3171619975532292,-1.1782636011548773,0
4.0,1,76.0,1219.0,6.0,3,NE,run,0.6409915072566207,2.472814090934742,1
4.0,3,37.0,955.0,6.0,3,NE,pass,0.7474921041366637,2.708764032701202,1
4.0,9,15.0,900.0,6.0,4,NE,field_goal,0.7903685065724942,0.2650712844441254,0
4.0,7,61.0,800.0,-9.0,4,ATL,punt,0.1565871412077857,-0.919554620602957,0
4.0,5,62.0,753.0,9.0,4,NE,punt,0.7831794854006473,-0.345200973473005,0
4.0,3,67.0,665.0,-9.0,4,ATL,punt,0.1453885724294072,-0.3441756414504711,0
4.0,4,69.0,422.0,-16.0,4,ATL,punt,0.0336687265945628,0.2384931541271679,0
4.0,1,33.0,120.0,16.0,4,NE,pass,0.9945912147419006,1.779274562746001,1
4.0,1,61.0,3066.0,-7.0,1,TB,punt,0.2605558538460895,-0.4835860943736856,0
4.0,5,72.0,2964.0,7.0,1,NYG,punt,0.6604000513328113,-0.6399354796999173,0
4.0,10,80.0,2588.0,-14.0,2,TB,punt,0.0813748486074078,0.5429990464454315,0
4.0,9,66.0,2515.0,14.0,2,NYG,punt,0.854952488624615,0.7348102020747698,0
4.0,3,74.0,2387.0,-14.0,2,TB,punt,0.094809542827059,-1.0974801044886455,0
4.0,7,54.0,2324.0,14.0,2,NYG,punt,0.8808671383160861,-0.211981596503233,0
4.0,11,84.0,2223.0,-14.0,2,TB,punt,0.0906531917262698,0.142033410873912,0
4.0,2,3.0,1825.0,14.0,2,NYG,field_goal,0.930442641872939,-2.959457879963781,0
4.0,4,68.0,1707.0,-14.0,3,TB,punt,0.0883629737625798,0.4181229564811881,0
4.0,6,8.0,1253.0,14.0,3,NYG,field_goal,0.9337608479180765,0.1032965165092645,0
4.0,10,64.0,1145.0,-17.0,3,TB,punt,0.0471030731436761,0.0447898176084642,0
4.0,10,78.0,727.0,-24.0,4,TB,punt,0.0031347938446667,-0.3370755984934828,0
4.0,20,68.0,590.0,24.0,4,NYG,punt,0.9903131683710096,0.5435037369652986,0
4.0,3,28.0,445.0,-24.0,4,TB,pass,0.0090018490468064,2.341125552154082,1
4.0,5,5.0,360.0,-24.0,4,TB,pass,0.0099149060871746,-2.5485017421120073,1
4.0,3,67.0,3513.0,0.0,1,PHI,punt,0.4410145653652413,0.6242608610016498,0
4.0,35,91.0,3264.0,0.0,1,KC,punt,0.3815952172220218,0.3823836226780468,0
4.0,4,62.0,2996.0,-7.0,1,KC,punt,0.2522087666314215,-0.2808994752517084,0
