down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,went_for_it
4.0,4.0,71.0,3600.0,0.0,1.0,0
4.0,5.0,76.0,3487.0,0.0,1.0,0
4.0,15.0,72.0,3156.0,-7.0,1.0,0
4.0,5.0,13.0,2700.0,-21.0,2.0,0
4.0,7.0,8.0,2201.0,-18.0,2.0,0
4.0,9.0,58.0,2115.0,15.0,2.0,0
4.0,10.0,68.0,1903.0,-15.0,2.0,0
4.0,6.0,66.0,1867.0,15.0,2.0,0
4.0,8.0,8.0,1804.0,15.0,2.0,0
4.0,4.0,38.0,1800.0,-18.0,3.0,1
4.0,2.0,40.0,1442.0,12.0,3.0,0
4.0,3.0,14.0,900.0,-12.0,4.0,0
4.0,12.0,69.0,893.0,9.0,4.0,0
4.0,6.0,59.0,823.0,-9.0,4.0,0
4.0,4.0,39.0,765.0,9.0,4.0,0
4.0,19.0,89.0,567.0,-9.0,4.0,0
4.0,6.0,41.0,483.0,9.0,4.0,0
4.0,13.0,13.0,4.0,-2.0,4.0,0
4.0,13.0,71.0,3586.0,0.0,1.0,0
4.0,16.0,50.0,3533.0,0.0,1.0,0
4.0,1.0,71.0,3200.0,0.0,1.0,0
4.0,5.0,18.0,2700.0,-7.0,2.0,0
4.0,3.0,61.0,2615.0,4.0,2.0,0
4.0,10.0,62.0,1981.0,-11.0,2.0,0
4.0,7.0,49.0,1918.0,11.0,2.0,0
4.0,8.0,11.0,1821.0,-11.0,2.0,0
4.0,8.0,28.0,1800.0,8.0,3.0,0
4.0,7.0,18.0,900.0,7.0,4.0,0
4.0,23.0,75.0,758.0,-10.0,4.0,0
4.0,16.0,39.0,629.0,-10.0,4.0,0
4.0,4.0,56.0,3588.0,-7.0,1.0,0
4.0,9.0,77.0,3527.0,7.0,1.0,0
4.0,10.0,69.0,3385.0,-7.0,1.0,0
4.0,1.0,67.0,3318.0,7.0,1.0,0
4.0,11.0,65.0,3139.0,7.0,1.0,0
4.0,15.0,82.0,3068.0,-7.0,1.0,0
4.0,4.0,53.0,2950.0,7.0,1.0,0
4.0,9.0,79.0,2871.0,-7.0,1.0,0
4.0,5.0,28.0,2700.0,7.0,2.0,0
4.0,3.0,66.0,2362.0,3.0,2.0,0
4.0,22.0,70.0,2266.0,-3.0,2.0,0
4.0,3.0,86.0,1945.0,3.0,2.0,0
4.0,10.0,34.0,1904.0,-3.0,2.0,0
4.0,23.0,57.0,1814.0,0.0,2.0,0
4.0,4.0,41.0,1800.0,0.0,3.0,0
4.0,3.0,3.0,1388.0,0.0,3.0,0
4.0,7.0,68.0,1274.0,-3.0,3.0,0
4.0,7.0,55.0,1154.0,-9.0,3.0,0
4.0,16.0,61.0,885.0,9.0,4.0,0
4.0,14.0,81.0,727.0,-9.0,4.0,0
4.0,20.0,60.0,434.0,9.0,4.0,0
4.0,16.0,35.0,422.0,-9.0,4.0,0
4.0,11.0,88.0,2700.0,-7.0,2.0,0
4.0,5.0,32.0,2647.0,9.0,2.0,0
4.0,2.0,67.0,1537.0,-3.0,3.0,0
4.0,17.0,87.0,1435.0,3.0,3.0,0
4.0,1.0,49.0,1201.0,3.0,3.0,0
4.0,6.0,46.0,1061.0,-3.0,3.0,0
4.0,4.0,15.0,900.0,3.0,4.0,0
4.0,4.0,20.0,566.0,6.0,4.0,0
4.0,2.0,41.0,476.0,-9.0,4.0,1
4.0,11.0,90.0,157.0,2.0,4.0,0
4.0,10.0,45.0,3600.0,0.0,1.0,0
4.0,3.0,7.0,3058.0,-7.0,1.0,0
4.0,12.0,65.0,2558.0,4.0,2.0,0
4.0,2.0,24.0,2151.0,-4.0,2.0,0
4.0,13.0,63.0,2052.0,1.0,2.0,0
4.0,10.0,84.0,1378.0,-7.0,3.0,0
4.0,5.0,62.0,1079.0,-14.0,3.0,0
4.0,13.0,28.0,643.0,-14.0,4.0,1
4.0,4.0,65.0,477.0,14.0,4.0,0
4.0,2.0,40.0,375.0,-14.0,4.0,1
4.0,9.0,48.0,187.0,7.0,4.0,0
4.0,10.0,80.0,92.0,0.0,4.0,0
4.0,11.0,53.0,900.0,0.0,5.0,0
4.0,11.0,33.0,3502.0,0.0,1.0,0
4.0,7.0,72.0,3426.0,-3.0,1.0,0
4.0,25.0,78.0,3279.0,3.0,1.0,0
4.0,4.0,14.0,3161.0,-3.0,1.0,0
4.0,9.0,86.0,2695.0,-10.0,2.0,0
4.0,10.0,60.0,2588.0,10.0,2.0,0
4.0,16.0,88.0,2426.0,-16.0,2.0,1
4.0,12.0,73.0,1918.0,-18.0,2.0,0
4.0,6.0,44.0,1800.0,18.0,3.0,0
4.0,4.0,66.0,1558.0,-18.0,3.0,0
4.0,7.0,55.0,1441.0,18.0,3.0,0
4.0,1.0,69.0,1109.0,11.0,3.0,0
4.0,5.0,64.0,1001.0,-11.0,3.0,0
4.0,3.0,47.0,900.0,11.0,4.0,0
4.0,15.0,88.0,812.0,-11.0,4.0,0
4.0,17.0,57.0,777.0,11.0,4.0,0
4.0,7.0,31.0,431.0,5.0,4.0,0
4.0,2.0,67.0,108.0,-8.0,4.0,1
4.0,1.0,10.0,3600.0,0.0,1.0,0
4.0,3.0,4.0,2700.0,4.0,2.0,0
4.0,15.0,53.0,2555.0,-7.0,2.0,0
4.0,6.0,6.0,2141.0,7.0,2.0,0
4.0,15.0,70.0,1955.0,-10.0,2.0,0
4.0,1.0,55.0,1800.0,17.0,3.0,0
4.0,15.0,64.0,1670.0,-17.0,3.0,0
4.0,8.0,33.0,1494.0,17.0,3.0,0
4.0,8.0,21.0,1201.0,-10.0,3.0,0
4.0,2.0,50.0,744.0,3.0,4.0,0
4.0,7.0,41.0,575.0,-3.0,4.0,0
4.0,19.0,96.0,281.0,3.0,4.0,0
4.0,10.0,47.0,179.0,-3.0,4.0,1
4.0,8.0,51.0,148.0,3.0,4.0,0
4.0,7.0,93.0,110.0,-3.0,4.0,1
4.0,13.0,72.0,3375.0,-7.0,1.0,0
4.0,1.0,62.0,3233.0,7.0,1.0,0
4.0,10.0,44.0,3130.0,-7.0,1.0,0
4.0,3.0,26.0,2700.0,7.0,2.0,0
4.0,4.0,54.0,2334.0,0.0,2.0,0
4.0,14.0,71.0,1909.0,-7.0,2.0,0
4.0,20.0,20.0,1807.0,7.0,2.0,0
4.0,2.0,31.0,1328.0,-17.0,3.0,1
4.0,1.0,62.0,1122.0,10.0,3.0,0
4.0,1.0,40.0,900.0,-10.0,4.0,1
4.0,12.0,23.0,367.0,-17.0,4.0,0
4.0,5.0,64.0,253.0,17.0,4.0,0
4.0,2.0,73.0,3600.0,0.0,1.0,0
4.0,5.0,36.0,3493.0,0.0,1.0,0
4.0,8.0,8.0,3053.0,0.0,1.0,0
4.0,7.0,18.0,2491.0,7.0,2.0,0
4.0,12.0,18.0,2219.0,-10.0,2.0,0
4.0,26.0,46.0,1663.0,10.0,3.0,0
4.0,4.0,49.0,1527.0,-10.0,3.0,0
4.0,1.0,82.0,1214.0,10.0,3.0,0
4.0,2.0,12.0,437.0,3.0,4.0,0
4.0,12.0,22.0,238.0,-3.0,4.0,0
4.0,2.0,12.0,50.0,3.0,4.0,1
4.0,12.0,15.0,3600.0,0.0,1.0,0
4.0,2.0,40.0,3235.0,-3.0,1.0,1
4.0,4.0,62.0,2830.0,-4.0,1.0,0
4.0,8.0,65.0,2209.0,-4.0,2.0,0
4.0,13.0,36.0,1920.0,4.0,2.0,0
4.0,4.0,93.0,1808.0,-4.0,2.0,1
4.0,10.0,82.0,1707.0,-1.0,3.0,0
4.0,11.0,81.0,1589.0,-8.0,3.0,0
4.0,3.0,3.0,1471.0,8.0,3.0,0
4.0,5.0,14.0,900.0,-5.0,4.0,1
4.0,9.0,89.0,766.0,5.0,4.0,0
4.0,15.0,62.0,482.0,-1.0,4.0,0
4.0,1.0,71.0,3600.0,0.0,1.0,0
4.0,15.0,86.0,3397.0,-7.0,1.0,0
4.0,8.0,71.0,3272.0,7.0,1.0,0
4.0,3.0,5.0,2700.0,-7.0,2.0,0
4.0,10.0,60.0,2655.0,4.0,2.0,0
4.0,8.0,57.0,2624.0,-4.0,2.0,0
4.0,15.0,93.0,2422.0,4.0,2.0,0
4.0,7.0,48.0,2267.0,-4.0,2.0,0
4.0,17.0,74.0,1912.0,4.0,2.0,0
4.0,11.0,57.0,1800.0,3.0,3.0,0
4.0,7.0,86.0,1327.0,3.0,3.0,0
4.0,8.0,53.0,1221.0,-3.0,3.0,0
4.0,6.0,18.0,1111.0,-4.0,3.0,0
4.0,5.0,62.0,900.0,1.0,4.0,0
4.0,4.0,18.0,826.0,1.0,4.0,0
4.0,22.0,42.0,623.0,4.0,4.0,0
4.0,5.0,75.0,545.0,-4.0,4.0,0
4.0,8.0,59.0,473.0,4.0,4.0,0
4.0,6.0,84.0,376.0,-4.0,4.0,0
4.0,6.0,60.0,190.0,4.0,4.0,0
4.0,10.0,85.0,183.0,-4.0,4.0,0
4.0,9.0,56.0,120.0,4.0,4.0,0
4.0,2.0,69.0,92.0,-4.0,4.0,1
4.0,12.0,82.0,3600.0,0.0,1.0,0
4.0,14.0,29.0,3483.0,0.0,1.0,0
4.0,9.0,23.0,2884.0,-7.0,1.0,0
4.0,5.0,58.0,1920.0,3.0,2.0,0
4.0,3.0,70.0,1887.0,-3.0,2.0,0
4.0,17.0,35.0,1800.0,3.0,3.0,0
4.0,10.0,55.0,1302.0,-4.0,3.0,0
4.0,17.0,75.0,1048.0,-3.0,3.0,0
4.0,2.0,42.0,239.0,3.0,4.0,0
4.0,10.0,80.0,173.0,-3.0,4.0,0
4.0,7.0,60.0,127.0,3.0,4.0,0
4.0,1.0,22.0,3407.0,0.0,1.0,1
4.0,4.0,45.0,3016.0,-7.0,1.0,0
4.0,1.0,1.0,2700.0,7.0,2.0,0
4.0,10.0,80.0,2396.0,-10.0,2.0,0
4.0,5.0,85.0,2089.0,-17.0,2.0,0
4.0,8.0,75.0,1800.0,-20.0,3.0,0
4.0,11.0,72.0,1228.0,-26.0,3.0,0
4.0,1.0,1.0,900.0,26.0,4.0,0
4.0,2.0,60.0,368.0,-43.0,4.0,0
4.0,14.0,84.0,300.0,43.0,4.0,0
4.0,6.0,76.0,3600.0,0.0,1.0,0
4.0,5.0,60.0,3505.0,0.0,1.0,0
4.0,13.0,83.0,3410.0,0.0,1.0,0
4.0,2.0,24.0,3311.0,0.0,1.0,0
4.0,10.0,23.0,3158.0,-3.0,1.0,0
4.0,1.0,51.0,3004.0,0.0,1.0,0
4.0,6.0,64.0,2877.0,0.0,1.0,0
4.0,6.0,76.0,2700.0,0.0,2.0,0
4.0,1.0,58.0,2627.0,0.0,2.0,0
4.0,19.0,36.0,2489.0,0.0,2.0,0
4.0,5.0,75.0,2357.0,0.0,2.0,0
4.0,9.0,13.0,1913.0,0.0,2.0,0
4.0,3.0,39.0,1800.0,-3.0,3.0,0
4.0,3.0,32.0,1727.0,3.0,3.0,0
4.0,1.0,39.0,1448.0,-14.0,3.0,1
4.0,5.0,75.0,997.0,-21.0,3.0,0
4.0,10.0,23.0,900.0,21.0,4.0,0
4.0,7.0,77.0,886.0,-24.0,4.0,0
4.0,9.0,29.0,479.0,31.0,4.0,1
4.0,1.0,48.0,348.0,-31.0,4.0,1
4.0,21.0,94.0,103.0,-38.0,4.0,0
4.0,1.0,53.0,3600.0,0.0,1.0,0
4.0,5.0,71.0,3469.0,0.0,1.0,0
4.0,2.0,22.0,3374.0,0.0,1.0,0
4.0,6.0,33.0,2700.0,3.0,2.0,0
4.0,1.0,18.0,2649.0,-6.0,2.0,0
4.0,7.0,27.0,2203.0,-3.0,2.0,0
4.0,8.0,64.0,2120.0,-7.0,2.0,0
4.0,3.0,73.0,2011.0,7.0,2.0,0
4.0,1.0,12.0,1862.0,-7.0,2.0,1
4.0,14.0,58.0,1800.0,0.0,3.0,0
4.0,9.0,20.0,1536.0,0.0,3.0,0
4.0,9.0,29.0,1452.0,-3.0,3.0,0
4.0,15.0,27.0,1189.0,0.0,3.0,0
4.0,11.0,77.0,1166.0,-3.0,3.0,0
4.0,1.0,56.0,1026.0,3.0,3.0,0
4.0,7.0,15.0,900.0,-3.0,4.0,0
4.0,2.0,57.0,572.0,3.0,4.0,0
4.0,6.0,47.0,470.0,-3.0,4.0,0
4.0,1.0,25.0,79.0,3.0,4.0,0
4.0,26.0,75.0,26.0,-3.0,4.0,1
4.0,15.0,73.0,3600.0,0.0,1.0,0
4.0,6.0,6.0,3371.0,0.0,1.0,0
4.0,8.0,78.0,3293.0,-3.0,1.0,0
4.0,16.0,78.0,3199.0,3.0,1.0,0
4.0,3.0,32.0,3137.0,-3.0,1.0,0
4.0,1.0,78.0,2700.0,-10.0,2.0,0
4.0,10.0,49.0,2304.0,-10.0,2.0,0
4.0,5.0,43.0,2288.0,10.0,2.0,0
4.0,2.0,74.0,1996.0,-10.0,2.0,0
4.0,1.0,59.0,1880.0,10.0,2.0,0
4.0,1.0,83.0,1805.0,-10.0,2.0,0
4.0,20.0,78.0,1574.0,-17.0,3.0,0
4.0,1.0,38.0,1210.0,17.0,3.0,1
4.0,4.0,30.0,1210.0,17.0,3.0,0
4.0,18.0,70.0,965.0,-17.0,3.0,0
4.0,7.0,74.0,900.0,17.0,4.0,0
4.0,10.0,39.0,669.0,-17.0,4.0,1
4.0,12.0,49.0,175.0,10.0,4.0,0
4.0,13.0,35.0,3600.0,0.0,1.0,0
4.0,9.0,93.0,3316.0,0.0,1.0,0
4.0,16.0,37.0,3210.0,0.0,1.0,0
4.0,22.0,59.0,2579.0,-9.0,2.0,0
4.0,7.0,92.0,2423.0,9.0,2.0,0
4.0,15.0,24.0,2329.0,-9.0,2.0,0
4.0,10.0,60.0,1886.0,-13.0,2.0,0
4.0,7.0,53.0,1818.0,13.0,2.0,0
4.0,18.0,65.0,1800.0,-13.0,3.0,0
4.0,6.0,17.0,1678.0,13.0,3.0,0
4.0,1.0,67.0,592.0,-17.0,4.0,0
4.0,6.0,26.0,184.0,17.0,4.0,0
4.0,9.0,53.0,3600.0,0.0,1.0,0
4.0,6.0,64.0,3316.0,0.0,1.0,0
4.0,6.0,51.0,3009.0,0.0,1.0,0
4.0,5.0,81.0,2842.0,0.0,1.0,0
4.0,9.0,32.0,2700.0,0.0,2.0,0
4.0,4.0,70.0,2494.0,-3.0,2.0,0
4.0,2.0,2.0,2287.0,-3.0,2.0,0
4.0,23.0,62.0,1893.0,0.0,2.0,0
4.0,7.0,60.0,1800.0,3.0,3.0,0
4.0,1.0,1.0,1621.0,3.0,3.0,1
4.0,9.0,26.0,1403.0,10.0,3.0,0
4.0,3.0,68.0,1274.0,-13.0,3.0,0
4.0,1.0,10.0,137.0,13.0,4.0,0
4.0,8.0,59.0,3600.0,0.0,1.0,0
4.0,19.0,76.0,3469.0,0.0,1.0,0
4.0,5.0,27.0,3362.0,0.0,1.0,0
4.0,8.0,78.0,3107.0,-3.0,1.0,0
4.0,6.0,65.0,2981.0,3.0,1.0,0
4.0,2.0,57.0,2596.0,-4.0,2.0,0
4.0,2.0,72.0,2297.0,-11.0,2.0,0
4.0,4.0,6.0,1821.0,-11.0,2.0,0
4.0,5.0,61.0,1800.0,8.0,3.0,0
4.0,11.0,47.0,1530.0,8.0,3.0,0
4.0,11.0,87.0,1448.0,-8.0,3.0,0
4.0,3.0,46.0,1354.0,8.0,3.0,0
4.0,3.0,87.0,900.0,8.0,4.0,1
4.0,19.0,54.0,657.0,-5.0,4.0,0
4.0,10.0,29.0,477.0,5.0,4.0,0
4.0,2.0,27.0,66.0,-8.0,4.0,1
4.0,9.0,65.0,3600.0,0.0,1.0,0
4.0,15.0,60.0,3183.0,0.0,1.0,0
4.0,9.0,69.0,3051.0,-7.0,1.0,0
4.0,3.0,57.0,2559.0,-21.0,2.0,0
4.0,11.0,71.0,1800.0,-21.0,3.0,0
4.0,5.0,50.0,1745.0,21.0,3.0,0
4.0,9.0,69.0,1575.0,-21.0,3.0,0
4.0,3.0,48.0,1483.0,21.0,3.0,0
4.0,7.0,41.0,1175.0,14.0,3.0,0
4.0,15.0,85.0,900.0,-14.0,4.0,0
4.0,4.0,75.0,583.0,7.0,4.0,0
4.0,6.0,8.0,90.0,0.0,4.0,0
4.0,1.0,58.0,3600.0,0.0,1.0,0
4.0,2.0,18.0,3436.0,0.0,1.0,0
4.0,3.0,56.0,3042.0,-3.0,1.0,0
4.0,8.0,23.0,2700.0,3.0,2.0,0
4.0,2.0,54.0,2570.0,-6.0,2.0,0
4.0,9.0,86.0,2365.0,6.0,2.0,0
4.0,3.0,73.0,1929.0,-1.0,2.0,0
4.0,6.0,66.0,1851.0,-8.0,2.0,0
4.0,1.0,3.0,1800.0,-8.0,3.0,1
4.0,14.0,90.0,800.0,2.0,4.0,0
4.0,10.0,13.0,683.0,-2.0,4.0,0
4.0,17.0,87.0,622.0,-1.0,4.0,0
4.0,10.0,31.0,278.0,1.0,4.0,0
4.0,16.0,56.0,120.0,-1.0,4.0,1
4.0,8.0,60.0,3600.0,0.0,1.0,1
4.0,12.0,53.0,3480.0,0.0,1.0,0
4.0,5.0,90.0,3338.0,0.0,1.0,0
4.0,1.0,48.0,2877.0,-7.0,1.0,1
4.0,2.0,27.0,2877.0,-7.0,1.0,1
4.0,17.0,75.0,2609.0,0.0,2.0,0
4.0,5.0,67.0,2159.0,0.0,2.0,1
4.0,1.0,28.0,1854.0,0.0,2.0,1
4.0,6.0,36.0,1486.0,-7.0,3.0,0
4.0,8.0,54.0,1338.0,7.0,3.0,0
4.0,1.0,65.0,900.0,-7.0,4.0,0
4.0,6.0,68.0,842.0,7.0,4.0,0
4.0,2.0,2.0,514.0,-7.0,4.0,1
4.0,1.0,87.0,505.0,7.0,4.0,0
4.0,12.0,32.0,194.0,-7.0,4.0,1
4.0,15.0,51.0,35.0,-7.0,4.0,1
4.0,3.0,73.0,3600.0,0.0,1.0,0
4.0,7.0,53.0,3498.0,0.0,1.0,0
4.0,13.0,43.0,3351.0,0.0,1.0,0
4.0,7.0,92.0,3064.0,0.0,1.0,0
4.0,2.0,26.0,2999.0,0.0,1.0,0
4.0,8.0,63.0,2915.0,0.0,1.0,0
4.0,8.0,27.0,2700.0,0.0,2.0,0
4.0,1.0,1.0,2120.0,0.0,2.0,1
4.0,1.0,84.0,1800.0,-7.0,3.0,0
4.0,12.0,13.0,1453.0,-14.0,3.0,0
4.0,19.0,85.0,900.0,-11.0,4.0,0
4.0,2.0,52.0,813.0,11.0,4.0,0
4.0,11.0,66.0,743.0,-11.0,4.0,0
4.0,11.0,18.0,130.0,11.0,4.0,0
4.0,19.0,71.0,77.0,-14.0,4.0,1
4.0,15.0,32.0,3600.0,0.0,1.0,0
4.0,9.0,59.0,3295.0,0.0,1.0,0
4.0,2.0,72.0,3003.0,-7.0,1.0,0
4.0,3.0,18.0,2700.0,-7.0,2.0,0
4.0,19.0,19.0,2494.0,4.0,2.0,0
4.0,3.0,73.0,2296.0,-7.0,2.0,0
4.0,7.0,24.0,2012.0,7.0,2.0,0
4.0,11.0,19.0,1841.0,-7.0,2.0,0
4.0,4.0,24.0,1417.0,3.0,3.0,0
4.0,15.0,79.0,1321.0,-6.0,3.0,0
4.0,10.0,47.0,846.0,5.0,4.0,0
4.0,10.0,98.0,723.0,-5.0,4.0,0
4.0,17.0,49.0,670.0,5.0,4.0,0
4.0,10.0,39.0,449.0,-5.0,4.0,1
4.0,12.0,70.0,220.0,-5.0,4.0,0
4.0,14.0,50.0,61.0,5.0,4.0,0
4.0,7.0,67.0,3357.0,-7.0,1.0,0
4.0,4.0,50.0,3272.0,7.0,1.0,0
4.0,12.0,72.0,2799.0,0.0,1.0,0
4.0,7.0,42.0,2700.0,0.0,2.0,0
4.0,8.0,91.0,2599.0,0.0,2.0,0
4.0,8.0,89.0,2391.0,0.0,2.0,0
4.0,10.0,41.0,2322.0,0.0,2.0,0
4.0,6.0,27.0,1886.0,-7.0,2.0,0
4.0,2.0,74.0,1800.0,4.0,3.0,0
4.0,4.0,54.0,1702.0,-4.0,3.0,0
4.0,4.0,84.0,1580.0,4.0,3.0,0
4.0,13.0,64.0,1458.0,-4.0,3.0,0
4.0,9.0,75.0,1395.0,4.0,3.0,0
4.0,9.0,13.0,1333.0,4.0,3.0,0
4.0,8.0,51.0,1156.0,-7.0,3.0,0
4.0,11.0,81.0,1052.0,7.0,3.0,0
4.0,7.0,47.0,900.0,-7.0,4.0,0
4.0,16.0,64.0,844.0,7.0,4.0,0
4.0,1.0,32.0,746.0,-7.0,4.0,1
4.0,5.0,10.0,746.0,-7.0,4.0,0
4.0,6.0,10.0,163.0,4.0,4.0,0
4.0,5.0,62.0,3424.0,-7.0,1.0,0
4.0,9.0,9.0,3342.0,-7.0,1.0,0
4.0,13.0,84.0,3268.0,4.0,1.0,0
4.0,5.0,5.0,3141.0,-4.0,1.0,0
4.0,4.0,55.0,2799.0,-6.0,1.0,0
4.0,6.0,80.0,2700.0,6.0,2.0,0
4.0,5.0,48.0,2571.0,-6.0,2.0,0
4.0,3.0,79.0,2453.0,6.0,2.0,0
4.0,9.0,60.0,2321.0,-6.0,2.0,0
4.0,13.0,51.0,2308.0,6.0,2.0,0
4.0,15.0,79.0,2025.0,-6.0,2.0,0
4.0,12.0,68.0,1800.0,21.0,3.0,0
4.0,13.0,73.0,1686.0,-21.0,3.0,0
4.0,19.0,77.0,1625.0,21.0,3.0,0
4.0,3.0,3.0,1475.0,21.0,3.0,0
4.0,5.0,23.0,900.0,24.0,4.0,0
4.0,28.0,85.0,890.0,-27.0,4.0,0
4.0,14.0,58.0,799.0,27.0,4.0,0
4.0,18.0,53.0,699.0,-27.0,4.0,0
4.0,9.0,68.0,3276.0,0.0,1.0,0
4.0,4.0,31.0,3162.0,0.0,1.0,0
4.0,12.0,37.0,2919.0,0.0,1.0,0
4.0,3.0,73.0,2828.0,0.0,1.0,0
4.0,17.0,75.0,2692.0,0.0,2.0,0
4.0,10.0,63.0,2631.0,0.0,2.0,1
4.0,15.0,76.0,2420.0,-7.0,2.0,0
4.0,7.0,11.0,2304.0,7.0,2.0,0
4.0,27.0,63.0,1874.0,-10.0,2.0,0
4.0,9.0,57.0,1538.0,10.0,3.0,0
4.0,8.0,59.0,1286.0,-10.0,3.0,0
4.0,4.0,25.0,1194.0,10.0,3.0,0
4.0,7.0,42.0,784.0,6.0,4.0,0
4.0,11.0,58.0,471.0,-1.0,4.0,0
4.0,5.0,37.0,171.0,1.0,4.0,0
4.0,4.0,69.0,162.0,-1.0,4.0,1
4.0,4.0,63.0,102.0,-1.0,4.0,1
4.0,2.0,30.0,13.0,-1.0,4.0,0
4.0,6.0,21.0,3148.0,-7.0,1.0,0
4.0,18.0,77.0,2937.0,-2.0,1.0,0
4.0,13.0,48.0,2700.0,2.0,2.0,0
4.0,3.0,68.0,2624.0,-2.0,2.0,0
4.0,11.0,33.0,2338.0,2.0,2.0,0
4.0,6.0,6.0,2272.0,5.0,2.0,0
4.0,10.0,74.0,2105.0,-8.0,2.0,0
4.0,8.0,9.0,1819.0,-8.0,2.0,0
4.0,19.0,63.0,1800.0,-8.0,3.0,0
4.0,1.0,71.0,1285.0,-14.0,3.0,0
4.0,1.0,54.0,1192.0,14.0,3.0,0
4.0,8.0,68.0,1100.0,-14.0,3.0,0
4.0,31.0,91.0,1100.0,14.0,3.0,0
4.0,10.0,56.0,900.0,-14.0,4.0,0
4.0,15.0,32.0,791.0,-14.0,4.0,0
4.0,10.0,59.0,707.0,14.0,4.0,0
4.0,6.0,64.0,583.0,-14.0,4.0,0
4.0,8.0,40.0,118.0,14.0,4.0,0
4.0,11.0,81.0,52.0,-14.0,4.0,0
4.0,16.0,60.0,3265.0,-7.0,1.0,0
4.0,9.0,77.0,2979.0,-14.0,1.0,0
4.0,3.0,29.0,2644.0,-21.0,2.0,1
4.0,11.0,81.0,2470.0,14.0,2.0,0
4.0,6.0,45.0,2398.0,-14.0,2.0,0
4.0,10.0,91.0,2306.0,14.0,2.0,0
4.0,23.0,77.0,1800.0,-19.0,3.0,0
4.0,10.0,31.0,1738.0,19.0,3.0,0
4.0,3.0,3.0,1255.0,-29.0,3.0,1
4.0,2.0,67.0,1250.0,29.0,3.0,0
4.0,1.0,69.0,1134.0,-29.0,3.0,0
4.0,6.0,26.0,265.0,29.0,4.0,1
4.0,7.0,63.0,2987.0,-7.0,1.0,0
4.0,10.0,40.0,2664.0,-21.0,2.0,0
4.0,1.0,64.0,2103.0,-28.0,2.0,1
4.0,10.0,36.0,2103.0,28.0,2.0,0
4.0,4.0,63.0,1915.0,-28.0,2.0,0
4.0,1.0,56.0,1014.0,-28.0,3.0,1
4.0,7.0,41.0,900.0,28.0,4.0,0
4.0,19.0,48.0,839.0,-28.0,4.0,0
4.0,14.0,62.0,589.0,28.0,4.0,0
4.0,18.0,47.0,356.0,-28.0,4.0,1
4.0,6.0,37.0,72.0,28.0,4.0,1
4.0,8.0,30.0,3600.0,0.0,1.0,0
4.0,17.0,62.0,2447.0,0.0,2.0,0
4.0,18.0,92.0,2143.0,0.0,2.0,0
4.0,6.0,34.0,1916.0,0.0,2.0,0
4.0,8.0,52.0,1800.0,4.0,3.0,0
4.0,7.0,77.0,1667.0,-4.0,3.0,0
4.0,4.0,28.0,1161.0,3.0,3.0,0
4.0,7.0,29.0,900.0,-3.0,4.0,0
4.0,3.0,86.0,793.0,0.0,4.0,0
4.0,17.0,83.0,405.0,-7.0,4.0,0
4.0,18.0,48.0,163.0,7.0,4.0,0
4.0,10.0,30.0,3600.0,0.0,1.0,0
4.0,3.0,58.0,3376.0,-7.0,1.0,0
4.0,11.0,34.0,3235.0,-7.0,1.0,1
4.0,6.0,30.0,3147.0,7.0,1.0,0
4.0,6.0,69.0,2982.0,-10.0,1.0,0
4.0,13.0,70.0,2854.0,10.0,1.0,0
4.0,11.0,47.0,2700.0,-10.0,2.0,0
4.0,6.0,53.0,2606.0,10.0,2.0,0
4.0,13.0,20.0,1868.0,-10.0,2.0,0
4.0,5.0,52.0,1800.0,13.0,3.0,0
4.0,5.0,13.0,1711.0,-13.0,3.0,0
4.0,6.0,22.0,1343.0,-13.0,3.0,0
4.0,7.0,62.0,1187.0,-17.0,3.0,0
4.0,5.0,53.0,579.0,-24.0,4.0,1
4.0,7.0,15.0,579.0,-24.0,4.0,1
4.0,10.0,40.0,3353.0,0.0,1.0,0
4.0,14.0,84.0,3339.0,0.0,1.0,0
4.0,1.0,39.0,3268.0,0.0,1.0,0
4.0,1.0,26.0,3105.0,0.0,1.0,0
4.0,3.0,65.0,2834.0,-3.0,1.0,0
4.0,6.0,49.0,2700.0,3.0,2.0,0
4.0,3.0,73.0,2431.0,-10.0,2.0,0
4.0,17.0,51.0,2185.0,-10.0,2.0,0
4.0,9.0,59.0,1870.0,10.0,2.0,0
4.0,1.0,70.0,1819.0,-10.0,2.0,0
4.0,7.0,30.0,1783.0,-10.0,3.0,0
4.0,6.0,57.0,1699.0,7.0,3.0,0
4.0,9.0,64.0,1554.0,-7.0,3.0,0
4.0,3.0,66.0,1230.0,-14.0,3.0,0
4.0,2.0,60.0,1108.0,14.0,3.0,0
4.0,2.0,46.0,843.0,7.0,4.0,0
4.0,7.0,85.0,677.0,-7.0,4.0,0
4.0,25.0,35.0,619.0,7.0,4.0,0
4.0,7.0,81.0,370.0,-7.0,4.0,0
4.0,8.0,62.0,168.0,7.0,4.0,0
4.0,9.0,68.0,3262.0,-7.0,1.0,0
4.0,14.0,70.0,3219.0,7.0,1.0,0
4.0,1.0,63.0,3138.0,-7.0,1.0,0
4.0,4.0,19.0,2700.0,0.0,2.0,0
4.0,2.0,66.0,2575.0,-3.0,2.0,0
4.0,1.0,50.0,2437.0,3.0,2.0,0
4.0,1.0,24.0,1901.0,3.0,2.0,1
