down,ydstogo,yardline_100,game_seconds_remaining,score_differential,qtr,went_for_it
4.0,4.0,39.0,2002.0,3.0,2.0,0
4.0,5.0,50.0,1597.0,-4.0,3.0,1
4.0,10.0,39.0,1388.0,4.0,3.0,0
4.0,1.0,50.0,1040.0,-3.0,3.0,1
4.0,6.0,42.0,917.0,-3.0,3.0,0
4.0,10.0,80.0,858.0,3.0,4.0,0
4.0,1.0,2.0,600.0,-3.0,4.0,1
4.0,1.0,27.0,349.0,-4.0,4.0,1
4.0,2.0,53.0,287.0,4.0,4.0,0
4.0,7.0,49.0,724.0,0.0,5.0,0
4.0,7.0,65.0,662.0,0.0,5.0,0
4.0,12.0,61.0,323.0,0.0,5.0,0
4.0,1.0,61.0,3497.0,0.0,1.0,0
4.0,9.0,9.0,2670.0,7.0,2.0,0
4.0,2.0,10.0,2384.0,-7.0,2.0,0
4.0,5.0,5.0,1807.0,-11.0,2.0,0
4.0,6.0,67.0,1450.0,-15.0,3.0,0
4.0,5.0,18.0,1187.0,-22.0,3.0,1
4.0,1.0,1.0,465.0,-29.0,4.0,1
4.0,6.0,95.0,370.0,29.0,4.0,0
4.0,10.0,65.0,307.0,-29.0,4.0,0
4.0,2.0,41.0,75.0,29.0,4.0,0
4.0,2.0,55.0,3405.0,0.0,1.0,0
4.0,17.0,17.0,3101.0,7.0,1.0,0
4.0,9.0,52.0,2910.0,-10.0,1.0,0
4.0,2.0,46.0,2700.0,10.0,1.0,0
4.0,1.0,9.0,2553.0,10.0,2.0,0
4.0,8.0,30.0,2418.0,13.0,2.0,0
4.0,10.0,25.0,2176.0,-16.0,2.0,0
4.0,7.0,43.0,1944.0,13.0,2.0,0
4.0,2.0,81.0,1904.0,-13.0,2.0,0
4.0,2.0,21.0,1804.0,13.0,2.0,0
4.0,1.0,42.0,1629.0,-16.0,3.0,1
4.0,2.0,72.0,1458.0,9.0,3.0,0
4.0,1.0,4.0,1030.0,-9.0,3.0,1
4.0,9.0,95.0,976.0,9.0,3.0,0
4.0,1.0,47.0,911.0,-9.0,3.0,1
4.0,14.0,20.0,684.0,-9.0,4.0,0
4.0,9.0,68.0,585.0,6.0,4.0,0
4.0,4.0,63.0,200.0,6.0,4.0,0
4.0,4.0,53.0,3127.0,-7.0,1.0,0
4.0,5.0,75.0,2812.0,-14.0,1.0,0
4.0,7.0,68.0,2754.0,14.0,1.0,0
4.0,7.0,56.0,2447.0,14.0,2.0,0
4.0,5.0,46.0,2241.0,-14.0,2.0,0
4.0,2.0,80.0,2156.0,14.0,2.0,0
4.0,7.0,55.0,2097.0,-14.0,2.0,0
4.0,9.0,50.0,1816.0,-21.0,2.0,0
4.0,8.0,38.0,1711.0,-21.0,3.0,0
4.0,2.0,80.0,1625.0,21.0,3.0,0
4.0,13.0,23.0,1409.0,-21.0,3.0,0
4.0,16.0,61.0,1255.0,18.0,3.0,0
4.0,18.0,73.0,1208.0,-18.0,3.0,0
4.0,7.0,65.0,900.0,18.0,3.0,0
4.0,2.0,59.0,581.0,12.0,4.0,0
4.0,7.0,9.0,139.0,-5.0,4.0,1
4.0,8.0,89.0,116.0,5.0,4.0,0
4.0,11.0,44.0,15.0,-12.0,4.0,1
4.0,6.0,10.0,3136.0,0.0,1.0,0
4.0,8.0,44.0,3053.0,-3.0,1.0,0
4.0,10.0,10.0,2693.0,3.0,2.0,0
4.0,3.0,40.0,2393.0,-6.0,2.0,0
4.0,10.0,15.0,1829.0,4.0,2.0,0
4.0,6.0,20.0,1585.0,-7.0,3.0,0
4.0,2.0,63.0,1158.0,-11.0,3.0,0
4.0,6.0,25.0,974.0,-11.0,3.0,0
4.0,6.0,6.0,677.0,-8.0,4.0,0
4.0,8.0,39.0,595.0,5.0,4.0,0
4.0,3.0,15.0,398.0,-5.0,4.0,0
4.0,3.0,55.0,299.0,2.0,4.0,0
4.0,8.0,68.0,234.0,-2.0,4.0,0
4.0,4.0,54.0,66.0,2.0,4.0,0
4.0,2.0,47.0,3046.0,7.0,1.0,0
4.0,12.0,91.0,2949.0,-7.0,1.0,0
4.0,3.0,46.0,2855.0,7.0,1.0,0
4.0,18.0,94.0,2766.0,-7.0,1.0,0
4.0,7.0,25.0,2695.0,7.0,2.0,0
4.0,3.0,3.0,2148.0,0.0,2.0,0
4.0,23.0,71.0,2020.0,-3.0,2.0,0
4.0,1.0,70.0,1728.0,10.0,3.0,0
4.0,14.0,46.0,1538.0,-10.0,3.0,0
4.0,4.0,6.0,1321.0,-10.0,3.0,0
4.0,6.0,34.0,819.0,-14.0,4.0,1
4.0,8.0,51.0,698.0,-14.0,4.0,0
4.0,3.0,3.0,382.0,-14.0,4.0,1
4.0,1.0,76.0,150.0,14.0,4.0,0
4.0,17.0,44.0,84.0,-14.0,4.0,1
4.0,5.0,19.0,2806.0,-14.0,1.0,0
4.0,3.0,63.0,2621.0,11.0,2.0,0
4.0,9.0,53.0,2242.0,11.0,2.0,0
4.0,21.0,73.0,1811.0,-4.0,2.0,0
4.0,4.0,45.0,1510.0,4.0,3.0,0
4.0,3.0,64.0,1332.0,-4.0,3.0,0
4.0,1.0,55.0,1138.0,4.0,3.0,0
4.0,12.0,15.0,734.0,3.0,4.0,0
4.0,11.0,62.0,671.0,-6.0,4.0,0
4.0,5.0,65.0,569.0,6.0,4.0,0
4.0,3.0,4.0,381.0,-6.0,4.0,0
4.0,1.0,1.0,112.0,3.0,4.0,0
4.0,10.0,37.0,6.0,-6.0,4.0,1
4.0,10.0,80.0,2694.0,0.0,2.0,0
4.0,9.0,72.0,2639.0,0.0,2.0,0
4.0,18.0,40.0,2400.0,0.0,2.0,0
4.0,8.0,49.0,2305.0,0.0,2.0,0
4.0,1.0,25.0,2038.0,0.0,2.0,1
4.0,3.0,20.0,1668.0,7.0,3.0,0
4.0,9.0,12.0,1345.0,-17.0,3.0,0
4.0,1.0,17.0,1184.0,14.0,3.0,0
4.0,11.0,26.0,1002.0,-14.0,3.0,0
4.0,10.0,26.0,539.0,4.0,4.0,0
4.0,7.0,66.0,147.0,-14.0,4.0,1
4.0,6.0,30.0,71.0,14.0,4.0,1
4.0,4.0,53.0,3473.0,0.0,1.0,0
4.0,3.0,18.0,2821.0,-7.0,1.0,0
4.0,27.0,91.0,2279.0,-11.0,2.0,0
4.0,14.0,75.0,1427.0,-32.0,3.0,0
4.0,3.0,33.0,1147.0,32.0,3.0,1
4.0,3.0,46.0,804.0,-32.0,4.0,1
4.0,20.0,39.0,680.0,-32.0,4.0,0
4.0,10.0,41.0,241.0,32.0,4.0,0
4.0,10.0,57.0,80.0,-32.0,4.0,0
4.0,1.0,29.0,3403.0,0.0,1.0,0
4.0,2.0,8.0,3207.0,-3.0,1.0,0
4.0,3.0,74.0,3117.0,0.0,1.0,0
4.0,8.0,33.0,2900.0,0.0,1.0,0
4.0,7.0,61.0,2267.0,-17.0,2.0,0
4.0,11.0,59.0,2134.0,17.0,2.0,0
4.0,2.0,31.0,1645.0,10.0,3.0,1
4.0,14.0,69.0,747.0,-3.0,4.0,0
4.0,1.0,35.0,309.0,-10.0,4.0,0
4.0,1.0,7.0,66.0,7.0,4.0,0
4.0,1.0,56.0,29.0,-10.0,4.0,1
4.0,10.0,79.0,2882.0,0.0,1.0,0
4.0,4.0,47.0,2758.0,0.0,1.0,0
4.0,14.0,95.0,2686.0,0.0,2.0,0
4.0,9.0,58.0,2631.0,0.0,2.0,0
4.0,12.0,44.0,2322.0,0.0,2.0,0
4.0,6.0,50.0,2192.0,0.0,2.0,0
4.0,8.0,26.0,1869.0,0.0,2.0,0
4.0,11.0,72.0,1682.0,-3.0,3.0,0
4.0,5.0,60.0,1633.0,3.0,3.0,0
4.0,3.0,58.0,1378.0,-4.0,3.0,0
4.0,1.0,71.0,650.0,4.0,4.0,0
4.0,4.0,60.0,532.0,-11.0,4.0,0
4.0,5.0,32.0,298.0,-11.0,4.0,0
4.0,9.0,52.0,179.0,8.0,4.0,0
4.0,8.0,32.0,24.0,8.0,4.0,0
4.0,4.0,41.0,3413.0,0.0,1.0,0
4.0,11.0,29.0,3001.0,-7.0,1.0,0
4.0,1.0,3.0,1410.0,-14.0,3.0,1
4.0,17.0,29.0,701.0,-7.0,4.0,0
4.0,11.0,69.0,364.0,11.0,4.0,0
4.0,3.0,3.0,3328.0,0.0,1.0,0
4.0,10.0,55.0,3146.0,-3.0,1.0,0
4.0,8.0,86.0,3074.0,3.0,1.0,0
4.0,11.0,74.0,2693.0,-4.0,2.0,0
4.0,6.0,27.0,2440.0,4.0,2.0,1
4.0,6.0,11.0,2329.0,4.0,2.0,0
4.0,3.0,71.0,2031.0,0.0,2.0,0
4.0,2.0,59.0,1946.0,0.0,2.0,0
4.0,4.0,82.0,1873.0,0.0,2.0,0
4.0,1.0,25.0,1328.0,-7.0,3.0,1
4.0,21.0,80.0,757.0,-7.0,4.0,0
4.0,6.0,20.0,526.0,-7.0,4.0,0
4.0,9.0,71.0,435.0,4.0,4.0,0
4.0,14.0,41.0,333.0,-4.0,4.0,0
4.0,1.0,63.0,221.0,4.0,4.0,0
4.0,6.0,35.0,108.0,-4.0,4.0,1
4.0,2.0,53.0,3087.0,-7.0,1.0,0
4.0,5.0,54.0,2816.0,7.0,1.0,0
4.0,6.0,53.0,2613.0,-7.0,2.0,0
4.0,24.0,99.0,2535.0,7.0,2.0,0
4.0,14.0,71.0,2347.0,0.0,2.0,0
4.0,17.0,17.0,2083.0,0.0,2.0,0
4.0,2.0,58.0,1986.0,-3.0,2.0,0
4.0,24.0,28.0,1803.0,3.0,2.0,0
4.0,7.0,57.0,1756.0,6.0,3.0,0
4.0,19.0,22.0,1557.0,6.0,3.0,0
4.0,11.0,78.0,1472.0,-9.0,3.0,0
4.0,13.0,59.0,1342.0,9.0,3.0,0
4.0,1.0,34.0,1068.0,-9.0,3.0,1
4.0,14.0,40.0,794.0,9.0,4.0,0
4.0,10.0,80.0,770.0,-9.0,4.0,0
4.0,13.0,57.0,715.0,9.0,4.0,0
4.0,12.0,62.0,306.0,2.0,4.0,0
4.0,15.0,48.0,26.0,-5.0,4.0,1
4.0,1.0,41.0,3069.0,-7.0,1.0,1
4.0,6.0,35.0,2900.0,-7.0,1.0,0
4.0,22.0,66.0,2764.0,4.0,1.0,0
4.0,2.0,51.0,2697.0,-4.0,2.0,0
4.0,3.0,26.0,2522.0,-4.0,2.0,0
4.0,4.0,10.0,2411.0,1.0,2.0,0
4.0,7.0,22.0,1815.0,4.0,2.0,0
4.0,17.0,61.0,1464.0,-7.0,3.0,0
4.0,3.0,73.0,1366.0,7.0,3.0,0
4.0,8.0,17.0,1258.0,7.0,3.0,0
4.0,3.0,8.0,711.0,17.0,4.0,0
4.0,9.0,64.0,575.0,-20.0,4.0,0
4.0,4.0,57.0,58.0,-27.0,4.0,1
4.0,13.0,81.0,3533.0,0.0,1.0,0
4.0,5.0,20.0,3358.0,0.0,1.0,0
4.0,7.0,7.0,3032.0,-3.0,1.0,0
4.0,3.0,55.0,2931.0,0.0,1.0,0
4.0,11.0,81.0,2762.0,0.0,1.0,0
4.0,7.0,41.0,2658.0,0.0,2.0,0
4.0,8.0,27.0,2486.0,0.0,2.0,0
4.0,18.0,74.0,1920.0,0.0,2.0,0
4.0,16.0,71.0,1889.0,0.0,2.0,0
4.0,10.0,92.0,1807.0,0.0,2.0,0
4.0,15.0,77.0,1724.0,0.0,3.0,0
4.0,1.0,37.0,1372.0,-7.0,3.0,1
4.0,4.0,28.0,1254.0,-7.0,3.0,1
4.0,1.0,51.0,1106.0,7.0,3.0,0
4.0,12.0,46.0,836.0,7.0,4.0,0
4.0,10.0,81.0,786.0,-7.0,4.0,0
4.0,3.0,29.0,423.0,-14.0,4.0,1
4.0,2.0,71.0,228.0,14.0,4.0,0
4.0,4.0,74.0,120.0,14.0,4.0,0
4.0,19.0,45.0,69.0,-14.0,4.0,1
4.0,12.0,81.0,3302.0,0.0,1.0,0
4.0,9.0,13.0,3017.0,-7.0,1.0,0
4.0,10.0,22.0,2588.0,4.0,2.0,0
4.0,7.0,67.0,2498.0,-4.0,2.0,0
4.0,15.0,60.0,2202.0,4.0,2.0,0
4.0,1.0,1.0,1807.0,-4.0,2.0,1
4.0,6.0,57.0,1604.0,-3.0,3.0,0
4.0,10.0,79.0,1552.0,3.0,3.0,0
4.0,6.0,30.0,1305.0,-4.0,3.0,0
4.0,8.0,38.0,1191.0,4.0,3.0,0
4.0,7.0,78.0,1113.0,-4.0,3.0,0
4.0,3.0,33.0,823.0,4.0,4.0,1
4.0,1.0,58.0,744.0,-4.0,4.0,0
4.0,15.0,55.0,487.0,4.0,4.0,0
4.0,4.0,71.0,401.0,-4.0,4.0,0
4.0,2.0,72.0,270.0,4.0,4.0,0
4.0,6.0,44.0,121.0,-4.0,4.0,1
4.0,7.0,53.0,97.0,4.0,4.0,0
4.0,12.0,70.0,3512.0,0.0,1.0,0
4.0,18.0,47.0,3314.0,0.0,1.0,0
4.0,2.0,2.0,2792.0,0.0,1.0,0
4.0,5.0,63.0,2706.0,-3.0,1.0,0
4.0,15.0,79.0,2099.0,-17.0,2.0,0
4.0,6.0,62.0,1972.0,17.0,2.0,0
4.0,8.0,78.0,1503.0,10.0,3.0,0
4.0,3.0,70.0,1329.0,3.0,3.0,0
4.0,7.0,47.0,1150.0,-10.0,3.0,0
4.0,10.0,61.0,366.0,17.0,4.0,0
4.0,16.0,78.0,289.0,-17.0,4.0,0
4.0,3.0,75.0,225.0,17.0,4.0,0
4.0,3.0,38.0,120.0,17.0,4.0,0
4.0,13.0,78.0,81.0,-17.0,4.0,1
4.0,1.0,9.0,3298.0,0.0,1.0,0
4.0,4.0,76.0,3241.0,-3.0,1.0,0
4.0,7.0,34.0,3017.0,3.0,1.0,0
4.0,2.0,59.0,2485.0,-3.0,2.0,0
4.0,1.0,13.0,2275.0,3.0,2.0,0
4.0,19.0,89.0,1694.0,1.0,3.0,0
4.0,12.0,71.0,1305.0,-6.0,3.0,0
4.0,6.0,36.0,853.0,-1.0,4.0,0
4.0,14.0,68.0,628.0,1.0,4.0,0
4.0,1.0,55.0,495.0,-1.0,4.0,0
4.0,7.0,55.0,249.0,1.0,4.0,0
4.0,1.0,28.0,120.0,-3.0,4.0,1
4.0,5.0,5.0,3235.0,0.0,1.0,0
4.0,14.0,54.0,3059.0,-3.0,1.0,0
4.0,1.0,38.0,2831.0,3.0,1.0,1
4.0,11.0,33.0,2611.0,-10.0,2.0,0
4.0,13.0,63.0,2399.0,-17.0,2.0,0
4.0,2.0,52.0,2121.0,-24.0,2.0,0
4.0,8.0,95.0,1982.0,24.0,2.0,0
4.0,2.0,5.0,1869.0,-24.0,2.0,1
4.0,8.0,53.0,1646.0,20.0,3.0,0
4.0,21.0,59.0,1495.0,-20.0,3.0,0
4.0,13.0,64.0,1371.0,20.0,3.0,0
4.0,22.0,85.0,572.0,-20.0,4.0,1
4.0,4.0,55.0,427.0,22.0,4.0,0
4.0,9.0,70.0,116.0,21.0,4.0,0
4.0,19.0,41.0,3313.0,0.0,1.0,0
4.0,3.0,65.0,3150.0,0.0,1.0,0
4.0,2.0,35.0,2948.0,0.0,1.0,1
4.0,5.0,73.0,2853.0,-7.0,1.0,0
4.0,3.0,42.0,2652.0,7.0,2.0,1
4.0,13.0,31.0,2492.0,-7.0,2.0,0
4.0,3.0,3.0,2135.0,4.0,2.0,0
4.0,26.0,77.0,2042.0,-7.0,2.0,0
4.0,6.0,21.0,1867.0,-7.0,2.0,0
4.0,8.0,66.0,1415.0,-11.0,3.0,0
4.0,2.0,2.0,985.0,11.0,3.0,0
4.0,1.0,41.0,774.0,-21.0,4.0,1
4.0,11.0,20.0,608.0,-21.0,4.0,1
4.0,10.0,54.0,502.0,-28.0,4.0,1
4.0,10.0,15.0,199.0,28.0,4.0,0
4.0,2.0,70.0,175.0,-31.0,4.0,0
4.0,9.0,51.0,3511.0,0.0,1.0,0
4.0,8.0,78.0,3453.0,0.0,1.0,0
4.0,10.0,48.0,3342.0,0.0,1.0,0
4.0,2.0,84.0,3237.0,0.0,1.0,0
4.0,5.0,30.0,3043.0,0.0,1.0,0
4.0,2.0,29.0,2870.0,0.0,1.0,0
4.0,16.0,68.0,2793.0,0.0,1.0,0
4.0,7.0,19.0,2507.0,0.0,2.0,0
4.0,10.0,40.0,2188.0,0.0,2.0,0
4.0,3.0,73.0,2108.0,0.0,2.0,0
4.0,13.0,69.0,2022.0,0.0,2.0,0
4.0,2.0,60.0,1952.0,0.0,2.0,0
4.0,1.0,88.0,1910.0,0.0,2.0,0
4.0,9.0,12.0,1230.0,-14.0,3.0,0
4.0,11.0,73.0,1172.0,11.0,3.0,0
4.0,5.0,5.0,716.0,4.0,4.0,0
4.0,4.0,4.0,412.0,-7.0,4.0,0
4.0,1.0,10.0,71.0,-11.0,4.0,1
4.0,4.0,4.0,34.0,-11.0,4.0,0
4.0,7.0,41.0,3243.0,0.0,1.0,0
4.0,1.0,49.0,2895.0,0.0,1.0,0
4.0,5.0,59.0,2703.0,0.0,1.0,0
4.0,1.0,3.0,2599.0,0.0,2.0,1
4.0,5.0,64.0,2366.0,0.0,2.0,0
4.0,13.0,40.0,2181.0,0.0,2.0,0
4.0,4.0,40.0,1926.0,0.0,2.0,1
4.0,7.0,51.0,1564.0,-11.0,3.0,0
4.0,5.0,63.0,1354.0,11.0,3.0,0
4.0,8.0,34.0,1187.0,-11.0,3.0,1
4.0,8.0,23.0,1075.0,-11.0,3.0,0
4.0,16.0,32.0,784.0,8.0,4.0,0
4.0,17.0,45.0,475.0,11.0,4.0,0
4.0,3.0,73.0,401.0,-11.0,4.0,0
4.0,11.0,71.0,341.0,11.0,4.0,0
4.0,10.0,20.0,108.0,-5.0,4.0,0
4.0,7.0,32.0,3311.0,0.0,1.0,0
4.0,16.0,81.0,3068.0,-7.0,1.0,0
4.0,1.0,1.0,2712.0,7.0,1.0,0
4.0,8.0,18.0,2307.0,3.0,2.0,0
4.0,2.0,55.0,2212.0,-6.0,2.0,0
4.0,11.0,66.0,1807.0,6.0,2.0,0
4.0,1.0,55.0,1714.0,6.0,3.0,0
4.0,23.0,91.0,1516.0,-6.0,3.0,0
4.0,1.0,1.0,854.0,-13.0,4.0,1
4.0,14.0,17.0,649.0,6.0,4.0,0
4.0,9.0,63.0,141.0,6.0,4.0,0
4.0,6.0,60.0,57.0,-6.0,4.0,1
4.0,5.0,68.0,2824.0,-21.0,1.0,0
4.0,5.0,70.0,2408.0,23.0,2.0,0
4.0,10.0,77.0,2324.0,-23.0,2.0,0
4.0,6.0,30.0,1920.0,30.0,2.0,0
4.0,7.0,7.0,1402.0,-37.0,3.0,1
4.0,4.0,75.0,1297.0,37.0,3.0,0
4.0,1.0,4.0,855.0,-37.0,4.0,1
4.0,1.0,68.0,713.0,31.0,4.0,0
4.0,3.0,18.0,531.0,-31.0,4.0,1
4.0,6.0,9.0,384.0,-31.0,4.0,1
4.0,7.0,75.0,148.0,31.0,4.0,0
4.0,1.0,63.0,3374.0,-7.0,1.0,0
4.0,2.0,63.0,2992.0,-14.0,1.0,0
4.0,1.0,74.0,2895.0,14.0,1.0,0
4.0,7.0,63.0,2831.0,-14.0,1.0,0
4.0,7.0,72.0,2701.0,14.0,1.0,0
4.0,1.0,43.0,2532.0,-14.0,2.0,1
4.0,2.0,32.0,2373.0,-14.0,2.0,1
4.0,12.0,32.0,2247.0,-14.0,2.0,1
4.0,8.0,49.0,1877.0,-14.0,2.0,0
4.0,9.0,67.0,1720.0,-17.0,3.0,0
4.0,10.0,19.0,1322.0,17.0,3.0,0
4.0,13.0,88.0,888.0,-34.0,4.0,0
4.0,3.0,55.0,787.0,34.0,4.0,0
4.0,14.0,84.0,699.0,-34.0,4.0,0
4.0,7.0,43.0,562.0,34.0,4.0,0
4.0,10.0,99.0,471.0,-34.0,4.0,0
4.0,2.0,53.0,332.0,34.0,4.0,0
4.0,6.0,50.0,3514.0,0.0,1.0,0
4.0,21.0,74.0,3374.0,-7.0,1.0,0
4.0,22.0,69.0,3239.0,7.0,1.0,0
4.0,5.0,74.0,3121.0,-7.0,1.0,0
4.0,9.0,33.0,2719.0,14.0,1.0,0
4.0,3.0,70.0,2655.0,-17.0,2.0,0
4.0,2.0,47.0,2469.0,17.0,2.0,0
4.0,5.0,44.0,2057.0,24.0,2.0,0
4.0,9.0,69.0,1901.0,-24.0,2.0,0
4.0,9.0,63.0,1754.0,-24.0,3.0,0
4.0,8.0,63.0,1532.0,17.0,3.0,0
4.0,8.0,23.0,1295.0,-17.0,3.0,0
4.0,1.0,28.0,1172.0,14.0,3.0,0
4.0,4.0,45.0,968.0,-14.0,3.0,0
4.0,13.0,24.0,460.0,-21.0,4.0,1
4.0,3.0,59.0,262.0,21.0,4.0,0
4.0,2.0,36.0,141.0,-21.0,4.0,1
4.0,10.0,19.0,119.0,-21.0,4.0,1
4.0,6.0,50.0,3390.0,-7.0,1.0,0
4.0,6.0,30.0,3013.0,7.0,1.0,0
4.0,18.0,72.0,2826.0,-10.0,1.0,0
4.0,9.0,43.0,2551.0,-17.0,2.0,0
4.0,3.0,71.0,2347.0,17.0,2.0,0
4.0,15.0,28.0,2240.0,17.0,2.0,0
4.0,10.0,45.0,2214.0,-20.0,2.0,0
4.0,17.0,54.0,1981.0,-27.0,2.0,0
4.0,2.0,9.0,1828.0,-27.0,2.0,1
4.0,6.0,76.0,1733.0,27.0,3.0,0
4.0,7.0,62.0,1108.0,20.0,3.0,0
4.0,15.0,40.0,857.0,20.0,4.0,0
4.0,9.0,93.0,751.0,-20.0,4.0,0
4.0,3.0,36.0,599.0,20.0,4.0,0
4.0,3.0,55.0,480.0,-20.0,4.0,1
4.0,7.0,69.0,274.0,20.0,4.0,0
4.0,2.0,55.0,3439.0,0.0,1.0,0
4.0,1.0,67.0,3303.0,0.0,1.0,1
4.0,11.0,34.0,3251.0,0.0,1.0,0
4.0,1.0,80.0,3180.0,0.0,1.0,0
4.0,13.0,61.0,3085.0,0.0,1.0,0
4.0,5.0,5.0,2445.0,0.0,2.0,0
4.0,1.0,64.0,2261.0,-3.0,2.0,0
4.0,4.0,40.0,1806.0,-10.0,2.0,1
4.0,1.0,61.0,1185.0,-24.0,3.0,1
4.0,9.0,35.0,968.0,-24.0,3.0,1
4.0,8.0,63.0,894.0,24.0,4.0,0
4.0,10.0,28.0,772.0,-24.0,4.0,1
4.0,3.0,68.0,684.0,24.0,4.0,0
4.0,16.0,73.0,596.0,-24.0,4.0,0
4.0,4.0,29.0,312.0,17.0,4.0,1
4.0,4.0,18.0,173.0,17.0,4.0,0
4.0,10.0,81.0,143.0,-20.0,4.0,0
4.0,14.0,72.0,3305.0,-7.0,1.0,0
4.0,1.0,65.0,3175.0,7.0,1.0,1
4.0,6.0,45.0,3006.0,7.0,1.0,0
4.0,2.0,81.0,2911.0,-7.0,1.0,0
4.0,6.0,43.0,2859.0,7.0,1.0,0
4.0,1.0,1.0,2470.0,-7.0,2.0,0
4.0,1.0,65.0,2332.0,4.0,2.0,0
4.0,7.0,38.0,2033.0,-4.0,2.0,0
4.0,8.0,66.0,1900.0,4.0,2.0,0
4.0,12.0,12.0,1666.0,1.0,3.0,0
4.0,7.0,60.0,1583.0,-4.0,3.0,0
4.0,11.0,69.0,1417.0,4.0,3.0,0
4.0,13.0,73.0,1353.0,-4.0,3.0,0
4.0,4.0,70.0,1142.0,-3.0,3.0,0
4.0,4.0,4.0,951.0,3.0,3.0,0
4.0,1.0,38.0,755.0,-6.0,4.0,1
4.0,8.0,21.0,511.0,-6.0,4.0,0
4.0,6.0,44.0,120.0,-3.0,4.0,1
4.0,1.0,47.0,63.0,3.0,4.0,0
4.0,7.0,57.0,3424.0,0.0,1.0,0
4.0,4.0,26.0,3204.0,0.0,1.0,1
4.0,1.0,47.0,2999.0,0.0,1.0,1
4.0,11.0,83.0,2700.0,0.0,2.0,0
4.0,11.0,84.0,2159.0,-7.0,2.0,0
4.0,8.0,25.0,1872.0,14.0,2.0,0
4.0,3.0,26.0,1551.0,7.0,3.0,0
4.0,3.0,69.0,1477.0,-10.0,3.0,0
4.0,9.0,26.0,1313.0,-17.0,3.0,0
4.0,4.0,47.0,1203.0,17.0,3.0,0
4.0,2.0,56.0,1068.0,-24.0,3.0,0
4.0,2.0,72.0,934.0,24.0,3.0,0
4.0,7.0,34.0,738.0,24.0,4.0,0
4.0,9.0,41.0,509.0,-24.0,4.0,1
4.0,1.0,65.0,120.0,-31.0,4.0,1
4.0,6.0,77.0,3549.0,0.0,1.0,0
4.0,5.0,5.0,3049.0,0.0,1.0,0
4.0,7.0,70.0,2665.0,-4.0,2.0,0
4.0,4.0,67.0,2402.0,4.0,2.0,0
4.0,6.0,30.0,2306.0,4.0,2.0,0
4.0,1.0,53.0,2195.0,-4.0,2.0,1
4.0,1.0,42.0,2051.0,-4.0,2.0,1
4.0,2.0,26.0,1954.0,-4.0,2.0,0
4.0,16.0,24.0,1847.0,1.0,2.0,0
4.0,11.0,53.0,1663.0,-4.0,3.0,0
4.0,5.0,87.0,1412.0,-11.0,3.0,0
4.0,1.0,15.0,1264.0,11.0,3.0,1
4.0,1.0,1.0,812.0,-18.0,4.0,1
4.0,10.0,10.0,424.0,18.0,4.0,0
4.0,12.0,21.0,174.0,-21.0,4.0,1
4.0,9.0,78.0,117.0,21.0,4.0,0
4.0,10.0,80.0,3494.0,0.0,1.0,0
4.0,7.0,26.0,3023.0,0.0,1.0,0
4.0,1.0,62.0,2936.0,-3.0,1.0,0
4.0,5.0,55.0,2799.0,3.0,1.0,0
4.0,10.0,74.0,2684.0,-3.0,2.0,0
4.0,8.0,75.0,2582.0,3.0,2.0,0
4.0,4.0,46.0,2425.0,-3.0,2.0,0
4.0,1.0,71.0,2314.0,3.0,2.0,0
4.0,5.0,11.0,1963.0,3.0,2.0,0
4.0,17.0,80.0,1861.0,-3.0,2.0,0
4.0,8.0,65.0,1814.0,3.0,2.0,0
4.0,2.0,2.0,1607.0,-3.0,3.0,0
4.0,1.0,60.0,1485.0,0.0,3.0,0
4.0,17.0,83.0,1117.0,-7.0,3.0,0
4.0,29.0,40.0,647.0,-14.0,4.0,0
4.0,4.0,93.0,549.0,14.0,4.0,0
4.0,4.0,46.0,152.0,7.0,4.0,0
4.0,5.0,75.0,112.0,-7.0,4.0,1
4.0,8.0,53.0,747.0,0.0,5.0,0
4.0,7.0,95.0,656.0,0.0,5.0,0
4.0,7.0,71.0,3519.0,0.0,1.0,0
4.0,8.0,56.0,3388.0,0.0,1.0,0
4.0,5.0,90.0,3284.0,0.0,1.0,0
4.0,1.0,48.0,2798.0,-7.0,1.0,1
4.0,7.0,43.0,2695.0,-7.0,2.0,0
4.0,6.0,9.0,2394.0,7.0,2.0,0
4.0,13.0,22.0,2202.0,-10.0,2.0,0
4.0,3.0,54.0,2003.0,10.0,2.0,0
4.0,3.0,68.0,1874.0,-10.0,2.0,0
4.0,15.0,20.0,1187.0,3.0,3.0,0
4.0,2.0,63.0,1054.0,-6.0,3.0,0
4.0,6.0,14.0,923.0,6.0,3.0,0
4.0,14.0,60.0,653.0,-9.0,4.0,0
4.0,1.0,68.0,525.0,9.0,4.0,0
4.0,10.0,32.0,313.0,-9.0,4.0,0
4.0,11.0,29.0,147.0,6.0,4.0,0
4.0,4.0,69.0,115.0,-9.0,4.0,1
4.0,2.0,34.0,3324.0,0.0,1.0,1
4.0,2.0,39.0,2787.0,-7.0,1.0,0
4.0,3.0,53.0,2260.0,0.0,2.0,0
4.0,6.0,68.0,2021.0,-7.0,2.0,0
4.0,3.0,83.0,1919.0,7.0,2.0,0
4.0,6.0,44.0,1859.0,-7.0,2.0,0
4.0,2.0,72.0,1574.0,7.0,3.0,0
4.0,3.0,39.0,1488.0,-7.0,3.0,0
